Date,Season,Kohima,Mokokchung,Dimapur,Wokha,Mon,Kohima_Trend,Kohima_SMA,Kohima_EWMA,Kohima_DES,Kohima_TES,Kohima_ARIMA,Mokokchung_Trend,Mokokchung_SMA,Mokokchung_EWMA,Mokokchung_DES,Mokokchung_TES,Mokokchung_ARIMA,Dimapur_Trend,Dimapur_SMA,Dimapur_EWMA,Dimapur_DES,Dimapur_TES,Dimapur_ARIMA,Wokha_Trend,Wokha_SMA,Wokha_EWMA,Wokha_DES,Wokha_TES,Wokha_ARIMA,Mon_Trend,Mon_SMA,Mon_EWMA,Mon_DES,Mon_TES,Mon_ARIMA
2002-11-30,POMKH,4.6513333333333335,2.5175,4.292545634920635,3.5050000000000003,2.1,4.950020833333333,4.945437500000001,4.704809966135187,4.723318583212754,4.650062887165943,4.570797379304245,2.4929166666666664,2.492916666666668,2.4061501864288997,2.4396329025992505,2.2952621591374673,2.286801778969318,5.044781911375661,5.123202050264549,4.787137806408108,4.811473559922001,3.56962674057178,3.9066780536697747,3.056354166666667,3.0563541666666705,3.018574997795165,3.0983921293876358,3.4145631627102864,3.494027641196218,2.1700000000000004,2.0774999999999997,1.8995306808119712,2.128405843568738,2.3834101946093496,1.978003364238386
2003-02-28,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,3.23,4.954604166666666,4.945437500000001,5.296885979681113,5.161231156539438,6.183652690619167,6.077909228392594,2.4929166666666664,2.492916666666668,2.4623567785240064,2.481980994730632,2.5535059578654566,2.532052984250085,4.966361772486772,5.123202050264549,5.312968398130579,5.137507532230138,5.963355501464405,6.037271292132219,3.056354166666667,3.0563541666666705,3.700644998677099,3.3766969446154693,4.629798764433488,4.560092581778864,2.289791666666667,2.0774999999999997,2.431718408487183,2.404892723686714,3.1507024516153987,3.259766703637303
2003-05-31,PREMON,4.683333333333334,3.1175,4.307777777777777,1.545,2.85,4.954604166666667,4.954604166666668,5.051464921142001,5.05534651145893,4.638119137251273,4.566211514082068,2.492916666666667,2.492916666666668,2.724414067114404,2.7606793592007275,3.12424497009935,3.0996106721464565,4.966361772486772,4.966361772486771,4.910892149989458,4.922394049862326,5.15843617699584,5.224208430353288,3.0563541666666665,3.0563541666666705,2.838386999206259,3.0653989975215943,1.7097707804996656,1.7847342806419086,2.397291666666667,2.2624999999999993,2.5990310450923095,2.5666665983796655,1.9860018928671026,2.4430780808652313
2003-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,1.0883333333333334,4.954604166666667,4.954604166666668,4.7503789526852005,4.824881630430029,4.298517134499589,4.224318883678684,2.492916666666667,2.492916666666668,2.3506484402686425,2.4369588322147298,1.796667902322628,1.7797283410239477,4.966361772486772,4.966361772486771,5.011899046607431,4.971147532195491,4.975090750124941,5.108876264826169,3.0563541666666665,3.0563541666666705,2.683698866190422,2.9325511586009547,2.39973043937258,2.5721210534618724,2.48775,2.3170833333333327,1.994751960388719,2.257736212338658,1.0319824280815912,1.1944074955571433
2003-11-30,POMKH,4.6513333333333335,2.5175,4.292545634920635,3.5050000000000003,2.7416666666666667,4.954604166666666,4.954604166666668,4.7107607049444535,4.736520002178401,4.651170341948732,4.570797379304245,2.4929166666666664,2.492916666666668,2.4173890641611857,2.4532037239665456,2.4899125916534923,2.4524165454410864,4.966361772486773,4.966361772486771,4.724157681932713,4.768878433089446,3.88042781784901,3.816663664825599,3.056354166666667,3.0563541666666705,3.0122193197142533,3.0008691997228385,3.4502581828234478,3.4921945219833805,2.498,2.4774999999999996,2.293517842899898,2.3844592418926944,2.327657560288716,2.312291568023368
2004-02-29,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,3.312,4.954604166666666,4.954604166666668,5.300456422966672,5.179399059659488,6.1848926155883985,6.077909228392594,2.4929166666666664,2.492916666666668,2.469100105163378,2.4828506638018117,2.5450248914348865,2.532052984250085,4.966361772486772,4.966361772486771,5.275180323445342,5.112299760982787,5.932537979070477,6.037684402354655,3.056354166666667,3.0563541666666705,3.696831591828552,3.295513993879663,4.666119018595837,4.558273094976748,2.498,2.4979999999999993,2.700910705739939,2.6518360988574576,3.4693907219020286,3.1922534886469722
2004-05-31,PREMON,4.683333333333334,3.1175,4.307777777777777,1.545,2.85,4.954604166666667,4.954604166666668,5.053607187113337,5.075834109346824,4.674052196771234,4.602243312256316,2.492916666666667,2.492916666666668,2.728460063098027,2.75181073042464,3.1163335163767214,3.0996106721464565,4.966361772486772,4.966361772486771,4.888219305178316,4.9115606144121235,4.6094292320414905,4.24589884441132,3.0563541666666665,3.0563541666666705,2.836098955097131,2.9997171562731393,1.5671578364568757,1.7828679131008052,2.4979999999999998,2.4979999999999993,2.760546423443963,2.7780117910926645,2.7922613613809313,2.6748967478104637
2004-08-31,MONSOON,4.29875,1.79,5.163409391534391,2.4516666666666667,1.0883333333333334,4.954604166666667,4.954604166666668,4.751664312268002,4.845445815481862,4.297074507125394,4.224318883678684,2.492916666666667,2.492916666666668,2.3530760378588162,2.4231098323073375,1.7893034679621385,1.7797283410239477,4.966361772486772,4.966361772486771,4.998295339720746,4.971985178193467,5.035889198164877,5.109225848091201,3.0563541666666665,3.0563541666666705,2.6823260397249453,2.8812797836158937,2.4132904262197847,2.5703655218017953,2.498,2.4979999999999993,2.091661187399711,2.4308945903834682,1.2100868262932827,1.0605717950791855
2004-11-30,POMKH,4.6513333333333335,2.5175,4.292545634920635,3.5050000000000003,2.7416666666666667,4.954604166666666,4.954604166666668,4.711531920694135,4.755649971778973,4.649779578292922,4.570797379304245,2.4557291666666665,2.492916666666668,2.41884562271529,2.437328194074213,2.5118684644827702,2.503053686328373,5.159417328042329,4.966361772486771,4.715995457800702,4.778242088281293,4.057126968940415,4.432881316074445,3.056354166666667,3.0563541666666705,3.011395623834967,2.9630349054137697,3.4653803085998574,3.4905015108721242,2.47425,2.4979999999999993,2.351663379106493,2.5193826335095215,2.708331351658093,2.6238538688920405
2005-02-28,POMRB,6.185,2.5466666666666664,6.101714285714285,4.72375,3.312,4.954604166666666,4.954604166666668,5.300919152416482,5.196308544200841,6.183566102046283,6.077909228392594,2.292291666666667,2.492916666666668,2.4699740402958406,2.467134456207438,2.5440015461915237,2.532052984250085,5.297225281084657,4.966361772486771,5.270282988966136,5.128189280002375,5.965326881198338,6.037956704299974,3.056354166666667,3.0563541666666705,3.69633737430098,3.270593787673596,4.682736358364663,4.556591358689738,2.3732083333333334,2.4979999999999993,2.735798027463896,2.748869120743763,3.424385290814345,3.2851310309485218
2005-05-31,PREMON,4.683333333333334,2.82,5.852222222222222,1.545,2.66,4.954604166666667,4.954604166666668,5.053884824783222,5.089906161021353,4.680076562460763,4.602243312256316,2.186354166666667,2.418541666666668,2.609984424177504,2.6103480717895935,3.1149919289790455,3.0996106721464565,5.330052331349206,5.3524728835978825,5.50305868226857,5.380756670167012,4.393152888698769,4.013180632836298,3.0563541666666665,3.0563541666666705,2.8358024245805877,2.985671990723737,1.5285765176931276,1.7811415266185837,2.300708333333333,2.4504999999999995,2.7054788164783377,2.7897999261789628,2.886666512840306,3.0638981645176973
2005-08-31,MONSOON,4.29875,0.78,4.721428571428572,2.4516666666666667,0.47,4.954604166666667,4.954604166666668,4.751830894869933,4.856438733820373,4.296799284221306,4.224318883678684,2.259583333333333,2.1660416666666675,1.8779906545065024,1.9135306945633062,1.771186606707511,1.7797283410239477,5.459162698412698,5.241977678571428,5.190406637932571,5.272641767854917,5.252531373868644,5.109456276189914,3.0563541666666665,3.0563541666666705,2.682148121415019,2.876414504063042,2.418532916618166,2.568740427370562,2.25275,2.2959166666666664,1.8112872898870025,2.2650248259601513,1.1355653033270217,1.1966695070024715
2005-11-30,POMKH,4.6513333333333335,2.68,4.997142857142856,3.5050000000000003,2.78,4.984770833333333,4.954604166666668,4.711631870255293,4.763631961759601,4.649445433206224,4.570797379304245,2.3125,2.2066666666666674,2.1987943927039018,2.1106259449143803,2.4421631809064572,2.503053686328373,5.693253968253969,5.4181269841269835,5.113101125616685,5.239187245184311,4.275630990521158,4.319941612781427,3.3847916666666666,3.0563541666666705,3.0112888728490113,2.966157678781576,3.4715582993674277,3.4889331299401336,2.17625,2.3054999999999994,2.1987723739322016,2.3594441586815598,2.6216808505703426,2.8489256949220443
2006-02-28,POMRB,6.185,2.97,6.4300000000000015,4.72375,2.89,4.94134375,4.954604166666668,5.300979122153176,5.2014373640662965,6.183178546354796,6.077909228392594,2.3800000000000003,2.312500000000001,2.5072766356223415,2.427039673222879,2.4811229485405226,2.532052984250085,5.875048363095238,5.500198412698412,5.639860675370012,5.620072961569379,6.2026648782778295,6.037788939628039,3.7132291666666664,3.0563541666666705,3.6962733237094065,3.281073441505078,4.689886472284955,4.555032294254574,2.21875,2.1999999999999997,2.475263424359321,2.4810503862081683,3.244336171489498,3.293045674389475
2006-05-31,PREMON,4.924666666666666,2.82,7.396666666666666,4.1724999999999985,2.47,4.700083333333334,5.014937500000001,5.150454139958573,5.173118451845576,4.6811732150253285,4.602243312256316,2.4475000000000002,2.312500000000001,2.632365981373405,2.6413317230645204,2.825495101382048,2.873080129501164,5.863787202380952,5.886309523809523,6.342583071888674,6.254232522404531,5.35700843104965,5.317902324380878,3.7132291666666664,3.7132291666666704,3.8867639942256433,3.484724920014349,1.5188491826995318,1.7795399368791114,2.285,2.1525,2.4731580546155927,2.488173393479995,2.56910615150868,2.5528235971577424
2006-08-31,MONSOON,3.71,1.32,4.631339285714286,2.4516666666666667,1.0,4.532416666666666,4.867750000000001,4.574272483975143,4.735050593907054,4.310199052448044,4.224318883678684,2.4475,2.447500000000001,2.107419588824043,2.1878303660094818,0.9099094186045664,1.0106666668332083,5.878005952380953,5.863787202380951,5.658085557418919,5.9999898412071255,5.257271354259882,4.824426065106804,3.7132291666666664,3.7132291666666704,3.3127250632020524,3.3576675998565513,2.566669419000629,2.6076289260668912,2.285,2.2849999999999997,1.8838948327693554,2.125292303103892,0.5369961333329898,0.6040146570548435
2006-11-30,POMKH,3.31,2.68,4.997142857142856,3.5050000000000003,2.78,4.532416666666666,4.532416666666667,4.068563490385086,4.221876881968762,4.63012568812536,4.570797379304245,2.4475000000000002,2.447500000000001,2.336451753294426,2.3567824484295343,2.6927383400834097,2.626788856680844,5.892224702380953,5.863787202380951,5.393708477308493,5.834638913134626,4.955837917259729,4.636897877225508,3.7132291666666664,3.7132291666666704,3.3896350379212317,3.4213703948694687,3.6193275539446628,3.510678757642263,2.285,2.2849999999999997,2.242336899661613,2.241727149468353,2.7258402793465843,2.724584350295568
2007-02-28,POMRB,6.185,2.97,6.543750000000001,4.72375,2.89,4.532416666666666,4.532416666666667,4.915138094231052,4.736086353886528,6.089586764544219,6.077909228392594,2.3800000000000003,2.447500000000001,2.5898710519766555,2.63171505602223,2.9323519492860943,2.85439896650165,5.903485863095239,5.892224702380952,5.853725086385097,6.113432397777743,6.569819229303745,6.249357818055866,3.7132291666666664,3.713229166666671,3.923281022752739,3.7052249985288124,4.83697639027255,4.576581192546072,2.21875,2.2849999999999997,2.501402139796968,2.385912538674397,3.0098556854986684,2.8845189702863934
2007-05-31,PREMON,4.924666666666666,2.82,7.396666666666666,4.1724999999999985,2.47,4.574291666666667,4.532416666666667,4.918949523205297,4.796476671860323,4.778920339668554,4.839398056603189,2.3125000000000004,2.447500000000001,2.6819226311859934,2.796756556481592,2.837851580556025,2.80381783334499,5.914747023809523,5.892224702380952,6.470901718497725,6.609608523725704,6.66717628293883,7.359457459055303,3.7132291666666664,3.713229166666671,4.022968613651643,3.8726364510355173,3.4570854890710168,3.511301746776783,2.1525,2.2849999999999997,2.488841283878181,2.4151710865742966,2.540281200171372,2.380800502538012
2007-08-31,MONSOON,3.71,0.78,4.721428571428572,2.4516666666666667,0.47,4.6161666666666665,4.532416666666667,4.435369713923178,4.449791959673169,3.7320771349532795,3.645762851630804,2.3125,2.312500000000001,1.921153578711596,2.08321232284076,1.2727379841262412,1.1867055707347942,5.900528273809523,5.914747023809523,5.771112459670063,6.256163577121176,5.027900812632058,4.464883612365507,3.7132291666666664,3.7132291666666712,3.3944478348576523,3.7044645707043697,2.5095842192602458,2.6022428705168092,2.1525,2.1525,1.6813047703269084,1.9433652432056798,0.8758923639489713,0.8050676815992859
