Date,Season,Tezu,Tezu_Trend,Tezu_SMA,Tezu_EWMA,Tezu_DES,Tezu_TES,Tezu_ARIMA
1999-11-30,POMKH,2.98625,3.699895833333333,3.7290625000000004,3.5337159831665867,3.5839245323791444,3.0812103954176164,2.9628194839017246
2000-02-29,POMRB,3.953333333333333,3.1886458333333336,3.8298958333333335,3.7015629232332854,3.7611231232405005,3.3171693148248322,3.266553521025692
2000-05-31,PREMON,3.45,2.8091145833333333,3.5698958333333333,3.600937753939971,3.5976039133673297,4.544721092777495,4.524521394699642
2000-08-31,MONSOON,0.8400000000000001,2.8291666666666666,2.807395833333333,2.4965626523639823,2.08654658918298,3.8380028772169403,3.5151145280204714
2000-11-30,POMKH,3.0,2.97875,2.810833333333333,2.6979375914183894,2.280465560050913,2.7214555350352034,2.0926162155073817
2001-02-28,POMRB,4.1,3.1756249999999997,2.8474999999999997,3.2587625548510335,3.2091791411172084,3.3009038962009685,3.7423224305128024
2001-05-31,PREMON,4.5,3.22125,3.1099999999999994,3.75525753291062,4.234842259857874,3.8094762365434756,3.7084770095036084
2001-08-31,MONSOON,1.365,3.1317187499999997,3.2412499999999995,2.799154519746372,3.00501790702032,2.4566563858733774,1.8520005918259987
2001-11-30,POMKH,2.84,2.7996875,3.2012499999999995,2.8154927118478232,2.88633608261862,2.9003776305279576,2.8269649583273084
2002-02-28,POMRB,3.54375,2.4715625,3.0621875,3.106795627108694,3.2357130647244285,3.6699718181892793,3.905963370548999
2002-05-31,PREMON,2.4000000000000004,2.3071875000000004,2.5371875,2.8240773762652163,2.8149198752826545,4.049281192543401,3.9680917011641874
2002-08-31,MONSOON,0.8400000000000001,2.1763020833333333,2.4059375,2.0304464257591297,1.695178468390557,1.7305864524381431,0.7250324889020626
2002-11-30,POMKH,2.05,2.1641666666666666,2.2084374999999996,2.038267855455478,1.6350514872351853,2.629505062478187,2.6908716689326435
2003-02-28,POMRB,3.286666666666666,2.3154166666666667,2.144166666666666,2.5376273799399534,2.4356877274552646,3.3244888112419475,3.3665749773274047
2003-05-31,PREMON,2.56,2.5247916666666668,2.184166666666666,2.5465764279639718,2.623891628638867,3.066200718538736,2.7889767656249176
2003-08-31,MONSOON,1.89,2.5464583333333333,2.4466666666666663,2.283945856778383,2.320237901782826,1.1719145428152093,0.8647503650329046
2003-11-30,POMKH,2.675,2.3606249999999998,2.6029166666666663,2.44036751406703,2.542420455479752,2.347406421772828,2.4425583544065996
2004-02-29,POMRB,2.835,2.27125,2.49,2.5982205084402183,2.8001860811938046,3.3535884070040165,3.3740556886504716
2004-05-31,PREMON,1.525,2.26,2.23125,2.168932305064131,2.1855786889808946,2.8535263797613393,2.3193771578952487
2004-08-31,MONSOON,2.21,2.2843750000000003,2.3112500000000002,2.1853593830384788,2.1246886695499496,1.4041761020379075,1.303874066675271
2004-11-30,POMKH,2.265,2.465625,2.20875,2.2172156298230874,2.1377245812467787,2.4220508463874952,2.599549620313496
2005-02-28,POMRB,3.44,2.663125,2.3600000000000003,2.7063293778938524,2.9133956315632865,3.025977667394807,2.812988643695628
2005-05-31,PREMON,2.37,2.7406249999999996,2.5712500000000005,2.5717976267363114,2.815535063985515,2.2665232136526807,1.9021586499447332
2005-08-31,MONSOON,2.9450000000000003,2.651875,2.755000000000001,2.721078576041787,3.0345669873732524,1.850646802252758,2.2215093234207726
2005-11-30,POMKH,2.15,2.5968750000000003,2.7262500000000007,2.4926471456250723,2.669259538558633,2.48636315518151,2.5380771470736216
2006-02-28,POMRB,2.845,2.5175,2.577500000000001,2.6335882873750434,2.7827208073162466,3.3162083982809434,3.1242667391770516
2006-05-31,PREMON,2.525,2.4175,2.616250000000001,2.590152972425026,2.6681386339971884,2.3454908098099496,1.9808607280897794
2006-08-31,MONSOON,2.155,2.388125,2.4187500000000006,2.4160917834550157,2.363100567331166,2.356438426890195,2.7764275540866907
2006-11-30,POMKH,2.14,2.5106249999999997,2.4162500000000007,2.3056550700730094,2.150219394161901,2.2691708407843234,1.9704092591044535
2007-02-28,POMRB,2.62,2.5743750000000003,2.3600000000000008,2.4313930420438057,2.3111236443226115,3.0605014626778546,2.9115592770796668
2007-05-31,PREMON,3.73,2.4993749999999997,2.661250000000001,2.9508358252262834,3.1744341795477564,2.368353639431634,2.320516532682783
2007-08-31,MONSOON,1.46,2.549375,2.487500000000001,2.35450149513577,2.4204780279508893,2.324184976693058,2.650502685532399
2007-11-30,POMKH,2.235,2.5121875,2.511250000000001,2.306700897081462,2.2803293024351863,2.2079253373478642,1.8432349658642644
2008-02-29,POMRB,2.925,2.461875,2.5875000000000004,2.554020538248877,2.608677127255551,2.8813545075749443,2.633772289099993
2008-05-31,PREMON,3.1275,2.51171875,2.436875,2.783412322949326,2.99208236350532,2.996604131824518,3.3787781599408255
2008-08-31,MONSOON,1.66,2.6446875,2.4868750000000004,2.3340473937695956,2.369972307908796,1.8982925838121356,1.5475848089929132
2008-11-30,POMKH,2.43375,2.828125,2.5365625000000005,2.3739284362617576,2.347605656500491,2.2161014217267825,2.1519883545221963
2009-02-28,POMRB,3.79,2.9740625,2.7528125,2.9403570617570542,3.2095070789901037,2.9136987756460253,2.8266061915617073
2009-05-31,PREMON,3.73,3.0329687499999998,2.9034375000000003,3.256214237054232,3.8311225223655305,3.140837852206253,3.462225092721302
2009-08-31,MONSOON,2.225,3.0149999999999997,3.0446875,2.8437285422325393,3.2631783777078316,1.9272724832255796,1.7014856381282555
2009-11-30,POMKH,2.34,2.984017857142857,3.02125,2.6422371253395234,2.824042752057592,2.486554453694071,2.4820201764359653
2010-02-28,POMRB,3.74,3.0136607142857144,3.00875,3.0813422752037143,3.3347228376786426,3.4305575268651625,3.445081306606349
2010-05-31,PREMON,3.5321428571428566,3.153035714285714,2.959285714285714,3.2616625079793713,3.58823690704649,3.4849960558626822,3.5278015695333074
2010-08-31,MONSOON,2.66,3.186160714285714,3.068035714285714,3.0209975047876227,3.202851550647793,2.099144454323497,2.024849885175526
2010-11-30,POMKH,3.02,3.124017857142857,3.238035714285714,3.0205985028725735,3.0994990965163085,2.4937889006342973,2.463682010085979
2011-02-28,POMRB,3.325,3.03,3.134285714285714,3.142359101723544,3.208361262678683,3.691590788100382,3.8250347749774276
2011-05-31,PREMON,3.45,2.97125,3.11375,3.2654154610341264,3.3689121014917434,3.5740369922944475,3.380439164373186
2011-08-31,MONSOON,1.99,3.2431250000000005,2.94625,2.755249276620476,2.631930125790846,2.3905211087196867,2.45150461727422
2011-11-30,POMKH,3.22,3.586875,2.9962500000000003,2.9411495659722857,2.825701746749698,2.6839930422118665,2.6116237870351298
2012-02-29,POMRB,5.3,3.682916666666667,3.49,3.8846897395833713,4.384363741437396,3.5042612593762903,3.4501331977058056
2012-05-31,PREMON,4.225,3.530833333333333,3.6837500000000007,4.020813843750023,4.862681633474508,3.684044005734579,3.893143514543122
2012-08-31,MONSOON,1.9833333333333332,3.055833333333333,3.6820833333333343,3.2058216395833474,3.679877203155355,2.4431648996187687,2.3343498536604566
2012-11-30,POMKH,2.01,2.6352083333333334,3.379583333333334,2.7274929837500084,2.7594518230425495,3.128249399139968,3.0260137345804066
2013-02-28,POMRB,2.71,2.4529166666666664,2.7320833333333336,2.720495790250005,2.5306305820263812,4.333634098502051,4.316237090439267
2013-05-31,PREMON,3.45,2.42375,2.5383333333333336,3.012297474150003,2.8697812517060757,3.673958569218829,3.36092514802593
2013-08-31,MONSOON,1.3,2.48,2.3675000000000006,2.327378484490002,1.9618376186081252,1.9400806049689856,1.8001864028205197
2013-11-30,POMKH,2.46,2.67375,2.480000000000001,2.380427090694001,2.0155983510999316,2.329878311047597,2.088282320342681
2014-02-28,POMRB,2.71,2.8470833333333334,2.4800000000000004,2.5122562544164007,2.273028025637586,3.433362562975743,3.3481387818266946
2014-05-31,PREMON,5.0,2.8091666666666666,2.8675000000000006,3.5073537526498404,4.086063021171663,3.447932073678279,3.3744247575725095
2014-08-31,MONSOON,1.1366666666666667,2.795104166666667,2.826666666666667,2.5590789182565707,2.962222350278193,1.6974572475550782,1.8337241159515483
2014-11-30,POMKH,2.32,2.8060416666666668,2.791666666666667,2.4634473509539423,2.6957442001894387,2.4208391114417993,2.1767667926166423
2015-02-28,POMRB,2.7375,2.7814583333333327,2.798541666666667,2.5730684105723656,2.7247501200007482,3.141795293486776,2.6335921387724825
2015-05-31,PREMON,5.06,2.745625,2.8135416666666666,3.5678410463434194,4.289403185217964,4.149512482094879,4.456119453568485
2015-08-31,MONSOON,0.88,2.7384375,2.749375,2.4927046278060514,2.836126791945451,1.4457819844802418,1.3138984015491322
2015-11-30,POMKH,2.29,2.45125,2.7418750000000003,2.4116227766836307,2.501562702016406,2.3636656775901654,2.205617897529517
2016-02-29,POMRB,2.71,2.21125,2.7350000000000003,2.5309736660101785,2.5221002250519966,2.9584462724160865,2.6396460601057283
2016-05-31,PREMON,2.79,2.34375,2.1675000000000004,2.634584199606107,2.614821997496768,4.537456078646684,4.8901666811201725
2016-08-31,MONSOON,1.23,2.44625,2.2550000000000003,2.072750519763664,1.826948384345057,0.9688904720330427,0.3491440078104756
2016-11-30,POMKH,3.0,2.67625,2.4325,2.4436503118581987,2.324490714538976,2.169747863521862,2.3044103815764467
2017-02-28,POMRB,2.82,3.06625,2.46,2.5941901871149193,2.632964454061277,2.7717667908380266,2.8369112245837496
2017-05-31,PREMON,4.52,3.27375,2.8925,3.3645141122689513,4.015256405882646,3.7421100612162475,3.339885046798584
2017-08-31,MONSOON,2.62,3.300625,3.24,3.0667084673613707,3.7681994574490982,1.2520648876029472,1.4328645134547144
2017-11-30,POMKH,3.27,3.29625,3.3075,3.148025080416822,3.820135990031774,2.7937273882069795,3.127058078815222
2018-02-28,POMRB,2.765,3.2118750000000005,3.29375,2.9948150482500933,3.4466832156910434,3.032441745327075,2.8465533497688114
2018-05-31,PREMON,4.54,3.0900000000000007,3.29875,3.6128890289500557,4.213310226784522,4.283651620492829,3.9320362972967624
2018-08-31,MONSOON,1.925,,3.125,2.9377334173700334,3.1671310502994072,1.9967781603339283,2.338072838037081
2018-11-30,POMKH,2.99,,3.055,2.9586400504220203,,3.0309875754847857,3.020837641394033
