Date,Season,Kanubari-banfera,Kanubari-banfera_Trend,Kanubari-banfera_SMA,Kanubari-banfera_EWMA,Kanubari-banfera_DES,Kanubari-banfera_TES,Kanubari-banfera_ARIMA
2006-05-31,PREMON,5.423333333333333,5.5874999999999995,4.740833333333334,5.469534403756301,5.558146282236344,4.11403914481874,4.21501899734836
2006-08-31,MONSOON,4.386666666666667,5.792083333333333,5.329166666666667,5.036387308920447,5.346356851899169,3.3587909925880206,3.116804631315401
2006-11-30,POMKH,5.69,5.633333333333334,5.845833333333333,5.297832385352269,5.561365092778787,5.249324102162237,4.699207643591885
2007-02-28,POMRB,7.453333333333332,5.513333333333333,5.738333333333333,6.160032764544694,6.3441137143209305,7.539568466008696,6.978436222372821
2007-05-31,PREMON,4.583333333333333,5.534166666666666,5.528333333333333,5.52935299206015,6.038875363942495,5.206453750608038,4.7046159998544015
2007-08-31,MONSOON,4.266666666666667,5.626666666666667,5.498333333333333,5.024278461902757,5.606045120554995,4.061334322055231,3.638861135731198
2007-11-30,POMKH,5.976666666666668,5.735833333333334,5.569999999999999,5.405233743808322,5.764176504173821,5.6040761136594295,5.0935465216138684
2008-02-29,POMRB,7.906666666666666,5.62875,5.683333333333333,6.405806912951659,6.559838624237367,7.68616832907218,7.140372397889123
2008-05-31,PREMON,5.003333333333333,5.190416666666668,5.788333333333333,5.844817481104329,6.270804794055478,5.208055753048571,4.626100039442367
2008-08-31,MONSOON,2.99,4.8116666666666665,5.469166666666666,4.7028904886625975,5.313683638355037,4.449019960316338,3.884939996441812
2008-11-30,POMKH,3.7466666666666666,4.659166666666667,4.911666666666665,4.320400959864225,4.717972197714994,5.763898535662614,5.439844330371752
2009-02-28,POMRB,7.1066666666666665,4.682499999999999,4.711666666666665,5.434907242585202,5.327031861531203,7.3263441419147695,7.425273412948682
2009-05-31,PREMON,4.583333333333333,4.965833333333333,4.606666666666665,5.094277678884454,5.063135270274219,4.524823677878136,4.759987400044504
2009-08-31,MONSOON,3.5966666666666667,5.245833333333334,4.758333333333331,4.495233273997339,4.522501485022471,3.2545576318019203,3.482184706942231
2009-11-30,POMKH,5.406666666666666,5.37046875,5.173333333333331,4.859806631065069,4.660127628184941,4.602387877468464,4.6887960924964345
2010-02-28,POMRB,7.6866666666666665,5.415104166666667,5.318333333333332,5.990550645305708,5.588026386752909,7.29715432007508,7.247276451847152
2010-05-31,PREMON,5.000416666666667,5.378020833333333,5.422604166666665,5.594497053850091,5.523754452046522,4.734061547626782,4.657612239211986
2010-08-31,MONSOON,3.536666666666666,5.297187499999999,5.4076041666666645,4.771364898976721,4.957350280822785,3.646028760534075,3.510911246609289
2010-11-30,POMKH,5.17,5.402135416666667,5.3484374999999975,4.930818939386032,4.984479096240677,5.12652321793823,4.967152397664379
2011-02-28,POMRB,7.276666666666666,5.553888888888889,5.2459374999999975,5.869158030298286,5.732476939878355,7.563063034813475,7.392575480932943
2011-05-31,PREMON,6.25,5.545694444444444,5.558333333333331,6.021494818178972,6.058380471791434,4.845731904878534,4.776680853406177
2011-08-31,MONSOON,3.5011111111111117,5.450590277777779,5.549444444444442,5.013341335351828,5.396992944005368,3.825174264756744,3.501749499750886
2011-11-30,POMKH,5.1400000000000015,5.253611111111111,5.541944444444443,5.064004801211097,5.323208749772514,5.348951764514745,5.024942611174097
2012-02-29,POMRB,6.5458333333333325,5.142013888888888,5.35923611111111,5.6567362140599915,5.728116292795705,7.638683146893388,7.300946609549886
2012-05-31,PREMON,5.4049999999999985,5.083541666666666,5.147986111111109,5.556041728435995,5.70385334836309,5.411369073736105,5.375726397213362
2012-08-31,MONSOON,3.453333333333333,4.914062499999999,5.136041666666665,4.71495837039493,5.025481012026133,3.4906328215367113,3.4814184239569994
2012-11-30,POMKH,4.72,4.902708333333333,5.031041666666664,4.716975022236958,4.841300866524732,5.0685546770412175,5.045076152435768
2013-02-28,POMRB,5.61,4.997916666666666,4.797083333333331,5.074185013342175,4.99202671076615,6.97357286271653,6.938073164670952
2013-05-31,PREMON,6.25,4.9746875,5.008333333333332,5.544511008005305,5.360596334040826,5.060022112770857,5.3573779385895275
2013-08-31,MONSOON,3.37,4.961875000000001,4.987499999999999,4.674706604803183,4.745592355168289,3.3028398477855463,3.449534346715029
2013-11-30,POMKH,4.6175000000000015,4.750625,4.961874999999999,4.6518239628819105,4.614432922926427,4.771239137876081,4.877963533230007
2014-02-28,POMRB,5.61,4.399930555555556,4.961874999999999,5.035094377729147,4.846922997476732,6.326577271992542,6.333674057176905
2014-05-31,PREMON,4.56,4.219131944444445,4.539374999999999,4.845056626637488,4.723108815086886,5.465609328363259,5.706202972561033
2014-08-31,MONSOON,2.2544444444444443,4.155277777777777,4.26048611111111,3.8088117537602706,3.886266305765684,2.921274375511252,3.395958324413526
2014-11-30,POMKH,4.286666666666666,4.448611111111111,4.177777777777775,3.999953718922829,3.8353726435888826,4.1314968197492625,4.739279450728682
2015-02-28,POMRB,5.43,4.6930555555555555,4.132777777777775,4.571972231353698,4.20615647861284,5.475050245098944,5.989708562775016
2015-05-31,PREMON,7.086666666666668,4.62625,4.764444444444442,5.5778500054788855,5.139916436901388,4.614012772708234,5.186186030830884
2015-08-31,MONSOON,1.6833333333333331,4.57125,4.621666666666664,4.020043336620665,4.1760538067448945,2.7388250652721693,2.8911691942078943
2015-11-30,POMKH,4.323333333333333,4.4070833333333335,4.630833333333332,4.141359335305732,4.170936611112781,4.228598156869562,4.51969404823476
2016-02-29,POMRB,4.953333333333333,4.305833333333333,4.511666666666665,4.466148934516773,4.3875343472815045,5.5254135638991,5.7174263912373124
2016-05-31,PREMON,6.25,4.4675,4.302499999999998,5.179689360710064,5.033323888862802,5.5321663831822985,5.964501231248649
2016-08-31,MONSOON,1.7100000000000002,4.6125,4.309166666666665,3.7918136164260385,4.095262111779617,2.0597400259834444,2.361073729016256
2016-11-30,POMKH,5.59,4.552083333333334,4.625833333333332,4.511088169855624,4.53179846197958,4.081991685136499,4.410316786010755
2017-02-28,POMRB,4.846666666666667,4.72625,4.599166666666665,4.645319568580041,4.681473032661982,5.388796883939012,5.359806173767119
2017-05-31,PREMON,5.873333333333334,4.7179166666666665,4.504999999999999,5.136525074481358,5.156787441907029,5.908766982046462,6.051718809998472
2017-08-31,MONSOON,3.4800000000000004,4.770416666666667,4.947499999999999,4.473915044688814,4.758524183924731,1.9385644785269474,2.070732498022314
2017-11-30,POMKH,3.753333333333333,5.076041666666667,4.488333333333332,4.185682360146622,4.468635640946791,5.005482218762618,4.8866163239617295
2018-02-28,POMRB,7.1033333333333335,4.988958333333334,5.052499999999999,5.3527427494213065,5.342420797363067,5.113971959780555,5.110932062187992
2018-05-31,PREMON,6.061666666666667,5.136666666666667,5.0995833333333325,5.636312316319451,5.778440476729007,6.276253951359913,5.941207897113674
2018-08-31,MONSOON,2.595,,4.878333333333332,4.41978738979167,4.964169337679156,2.9101744088044574,2.658046222980351
2018-11-30,POMKH,5.82,,5.394999999999999,4.979872433875002,,4.65989980834152,4.376787523526209
