Date,Season,Lakhipur,Lakhipur_Trend,Lakhipur_SMA,Lakhipur_EWMA,Lakhipur_DES,Lakhipur_TES,Lakhipur_ARIMA
2016-05-31,PREMON,4.712857142857142,3.467544642857143,3.7469642857142866,4.126614428654138,3.4776068449418305,4.522775886510112,4.64213704035888
2016-08-31,MONSOON,2.1185714285714283,3.284315476190476,3.565357142857143,3.323397228621054,3.4923130665157314,2.921078603561543,2.9363907491373697
2016-11-30,POMKH,2.3675,3.170833333333333,3.3697321428571434,2.9410383371726323,3.5072594607274357,3.333093335463629,3.044774536324942
2017-02-28,POMRB,3.5966666666666667,3.1464880952380954,3.1988988095238096,3.203289668970246,3.523173965469867,3.8295844093156557,3.710852342934251
2017-05-31,PREMON,4.488333333333333,3.1161458333333334,3.1427678571428572,3.7173071347154814,3.5398099176155817,4.289944792114331,4.400636669243031
2017-08-31,MONSOON,2.148333333333333,3.0802083333333337,3.1502083333333335,3.089717614162622,3.5547731539125333,2.2808229642949005,2.5261030272063714
2017-11-30,POMKH,2.095,3.0923660714285717,3.0820833333333337,2.691830568497573,3.569753349584584,2.7564164105145093,2.644020016290599
2018-02-28,POMRB,3.581666666666667,3.1045386904761902,3.078333333333334,3.0477650077652108,3.585892768096847,3.6142183663091085,3.4716768081958187
2018-05-31,PREMON,4.600595238095238,3.103720238095238,3.10639880952381,3.6688970998972215,3.602848872129015,4.291431455147991,4.3774758836373096
2018-08-31,MONSOON,2.133452380952381,,3.102678571428572,3.0547192123192852,3.6180391692020906,2.1675777805559804,2.4435838125653437
2018-11-30,POMKH,2.103333333333333,,3.1047619047619053,2.674164860724904,,2.4444008505303394,2.317393728529468
