Date,Season,Nilambazar,Nilambazar_Trend,Nilambazar_SMA,Nilambazar_EWMA,Nilambazar_DES,Nilambazar_TES,Nilambazar_ARIMA
2009-11-30,POMKH,1.3785714285714283,1.6323415616246497,1.6845535714285726,1.5620453059995063,1.6440244117398073,1.891808739758607,1.9730261474187498
2010-02-28,POMRB,1.96,1.6095759803921568,1.5689285714285726,1.7212271835997037,1.6343172397219845,2.5117207699080426,2.313209210766358
2010-05-31,PREMON,1.773018207282913,1.5083676470588234,1.6957545518207293,1.7419435930729874,1.6246673837751826,1.2009842039461112,1.3126767043303245
2010-08-31,MONSOON,0.982,1.5369316351540614,1.5233974089635867,1.4379661558437924,1.6150745051223432,1.3067936096152037,1.6154166309773499
2010-11-30,POMKH,1.2583333333333333,1.577898109243697,1.4933378851540628,1.3661130268396087,1.605538267964137,1.5438111443062341,1.4848861472156503
2011-02-28,POMRB,2.3087499999999994,1.710333333333333,1.5805253851540628,1.743167816103765,1.596058338312468,2.204433004679591,2.0627908331540206
2011-05-31,PREMON,1.7519999999999996,1.9775684523809522,1.5752708333333345,1.7467006896622588,1.586634382758743,1.3935005308254398,1.6386596677022336
2011-08-31,MONSOON,2.0625,2.1950758928571426,1.8453958333333345,1.8730204137973554,1.5772660713100053,1.172079719146943,1.316436177508436
2011-11-30,POMKH,2.3157142857142863,2.3159107142857147,2.109741071428573,2.050097962564128,1.5679530753810864,1.7021087082989061,1.7544177258687699
2012-02-29,POMRB,2.9914285714285715,2.2325044642857144,2.2804107142857157,2.4266302061099054,1.5586950686075303,2.691282472877794,2.4951554061344146
2012-05-31,PREMON,2.036,2.0602053571428574,2.351410714285716,2.2703781236659433,1.5494917253509528,2.0043639157395297,1.9265713771469994
2012-08-31,MONSOON,1.11125,1.8441339285714287,2.113598214285716,1.8067268741995661,1.5403427228675266,1.8722232890375494,1.8203087035717807
2012-11-30,POMKH,1.8885714285714283,1.6459553571428571,2.0068125000000014,1.839464695948311,1.5312477412964889,1.934852615248769,1.7497979674851867
2013-02-28,POMRB,1.6900000000000002,1.585049107142857,1.6814553571428585,1.7796788175689866,1.5222064610996486,2.6744041570484374,2.53554598047209
2013-05-31,PREMON,1.7519999999999996,1.4982142857142857,1.6104553571428584,1.7686072905413919,1.5132185653486083,1.6074346734849665,1.575103825186905
2013-08-31,MONSOON,0.908,1.4376190476190476,1.5596428571428584,1.424364374324835,1.5042837383040795,1.2558000462767618,1.3870041031719702
2013-11-30,POMKH,1.3971428571428572,1.5094523809523808,1.4367857142857159,1.413475767452044,1.4954016674004933,1.6353600277699498,1.6795823942337615
2014-02-28,POMRB,1.6966666666666663,1.5285148809523808,1.4384523809523824,1.5267521271378928,1.486572041027333,2.039877225057048,1.9249258069733814
2014-05-31,PREMON,2.32,1.4676755952380949,1.5804523809523825,1.8440512762827357,1.47779454971424,1.4708972131472393,1.6213813880534051
2014-08-31,MONSOON,0.4925,1.396190476190476,1.4765773809523823,1.3034307657696413,1.4690688841955406,1.1295171659537158,1.4016879727513953
2014-11-30,POMKH,1.3259285714285711,1.3046071428571429,1.458773809523811,1.3124298880332133,1.4603947400209436,1.4761950652626283,1.386598023703373
2015-02-28,POMRB,1.1959999999999995,1.2582113095238094,1.3336071428571443,1.2658579328199278,1.4517718124183367,1.868504813613201,1.8046936345595597
2015-05-31,PREMON,2.088,1.2538244047619045,1.2756071428571443,1.5947147596919566,1.4431997995761197,1.5928669562618878,1.716955037886354
2015-08-31,MONSOON,0.3533333333333333,1.2822916666666666,1.2408154761904777,1.0981621891485074,1.434678399331076,0.7092096535497463,0.9814149627575821
2015-11-30,POMKH,1.43,1.238,1.2668333333333348,1.2308973134891044,1.4262073144842147,1.2716781986398342,1.2868919354838635
2016-02-29,POMRB,1.3196666666666668,1.2528333333333332,1.2977500000000015,1.2664050547601293,1.4177862472531702,1.5734846237874947,1.5458294964796553
2016-05-31,PREMON,1.61,1.2221666666666668,1.1782500000000016,1.4038430328560776,1.4094149025422924,1.756397588268504,1.816205544272775
2016-08-31,MONSOON,0.95,1.1437083333333335,1.3274166666666682,1.2223058197136465,1.4010929862082757,0.46079933501132775,0.6460719459455446
2016-11-30,POMKH,0.5880000000000001,1.1762500000000002,1.1169166666666683,0.9685834918281879,1.3928202065746045,1.3778857702176601,1.495507138732598
2017-02-28,POMRB,1.5340000000000005,1.16825,1.1705000000000019,1.194750095096913,1.3845962742776112,1.3328643363370882,1.1904720621518123
2017-05-31,PREMON,1.656,1.1687500000000002,1.1820000000000017,1.3792500570581478,1.3764209004154064,1.6541990143570058,1.7067831017134742
2017-08-31,MONSOON,0.8400000000000001,1.09775,1.1545000000000016,1.1635500342348888,1.3682937977252612,0.589789835645059,0.8545457888078022
2017-11-30,POMKH,0.7020000000000001,1.009625,1.1830000000000016,0.9789300205409333,1.3602146815856178,1.055319781172432,1.0328945619027634
2018-02-28,POMRB,0.852,1.013625,1.0125000000000015,0.92815801232456,1.3521832688274031,1.4182560461844884,1.3513058070882544
2018-05-31,PREMON,1.633,0.99775,1.0067500000000016,1.210094807394736,1.344199278154105,1.5004864475851378,1.428965997610563
2018-08-31,MONSOON,0.895,,1.0205000000000015,1.0840568844368417,1.3362624286728295,0.5432542388108026,0.8301860309082851
2018-11-30,POMKH,0.5199999999999999,,0.9750000000000014,0.8584341306621049,,0.8452437509391706,0.9368073419719246
