Date,Season,Nadaun,Barsar,Nadaun_Trend,Nadaun_SMA,Nadaun_EWMA,Nadaun_DES,Nadaun_TES,Nadaun_ARIMA,Barsar_Trend,Barsar_SMA,Barsar_EWMA,Barsar_DES,Barsar_TES,Barsar_ARIMA
1998-08-31,MONSOON,3.27,1.4240000000000002,3.980833333333333,4.046666666666666,3.884513746943999,4.018185078466946,3.0423983105659755,2.406888574816808,2.0617619047619047,2.061761904761905,1.912304063458743,1.814630080487432,1.504428708912445,1.4127857190128674
1998-11-30,POMKH,3.36,2.2857142857142856,4.043749999999999,4.001666666666666,3.6747082481663993,3.895558766867293,3.882038556297332,3.693668307899649,2.0617619047619047,2.061761904761905,2.06166815236096,1.9526573694670355,2.3704110030325958,2.267713833777373
1999-02-28,POMRB,4.69,1.9933333333333332,4.1525,3.96,4.08082494889984,4.046023869707363,4.203853733274096,4.649807540136426,2.0617619047619047,2.061761904761905,2.034334224749909,1.9379444010813454,2.081837915105596,1.9823777524515103
1999-05-31,PREMON,5.19,2.544,4.720000000000001,4.1275,4.524494969339904,4.262251450075034,4.886137157402701,4.350216910844093,2.0617619047619047,2.061761904761905,2.2382005348499456,2.2189630038166652,2.635867025686756,2.530017894035668
1999-08-31,MONSOON,3.47,1.4240000000000002,5.32875,4.1775,4.102696981603943,4.11448615667078,3.2439066555981366,3.4480177683594175,2.0617619047619047,2.061761904761905,1.9125203209099675,1.8813717420011988,1.5187981757393287,1.416173538547591
1999-11-30,POMKH,7.7,2.2857142857142856,5.41875,5.2625,5.5416181889623655,4.789795917842138,4.083016681159596,3.3462399396945646,2.0617619047619047,2.061761904761905,2.0617979068316945,2.0410636082205973,2.383026895218673,2.2731517466397335
2000-02-29,POMRB,5.22,1.9933333333333332,5.5703125,5.395,5.4129709133774195,4.872027210369881,5.859799274356611,6.124602024686441,2.0617619047619047,2.061761904761905,2.03441207743235,2.027709360951217,2.092757624997643,1.9848239177514215
2000-05-31,PREMON,5.38,2.544,5.463125,5.442499999999999,5.399782548026452,4.968903800405659,6.146285303802906,5.24364956666499,2.0617619047619047,2.061761904761905,2.23824724645941,2.2993711097504286,2.6451496220752877,2.533139822741067
2000-08-31,MONSOON,4.4925,1.4240000000000002,5.2718750000000005,5.698124999999999,5.036869528815871,4.880723036456069,4.127871556171181,3.4758232686623716,2.0617619047619047,2.061761904761905,1.9125483478756462,1.9435590735536834,1.526504152058934,1.417921033141155
2000-11-30,POMKH,5.82,2.2857142857142856,5.373125,5.2281249999999995,5.3501217172895235,5.058696769740646,5.015680057310646,7.815075762302977,2.0617619047619047,2.061761904761905,2.061814723011102,2.0833677633774,2.389217926949818,2.2759567140354418
2001-02-28,POMRB,5.57,1.9933333333333332,5.4528125,5.315625,5.438073030373714,5.156251912726722,5.803742685118254,4.442615206716012,2.0617619047619047,2.061761904761905,2.0344221671399945,2.051713587389445,2.0974963366688106,1.9863485124087212
2001-05-31,PREMON,5.84,2.544,5.38625,5.430625,5.598843818224228,5.286257856982672,6.232967536514213,5.368521061416095,2.0617619047619047,2.061761904761905,2.2382533002839966,2.307514569066916,2.648499363594419,2.53508559305577
2001-08-31,MONSOON,4.67,1.4240000000000002,5.3187500000000005,5.475,5.227306290934537,5.171870454254632,4.3457841142340925,4.55833998949851,2.0617619047619047,2.061761904761905,1.912551980170398,1.9416331524596813,1.528528785135904,1.4190101749576995
2001-11-30,POMKH,5.11,2.2857142857142856,5.43875,5.297499999999999,5.180383774560722,5.161688036363896,5.219386612854878,5.718147867638209,2.0617619047619047,2.061761904761905,2.061816902387953,2.0750031687980868,2.3899816212364198,2.2777049353459686
2002-02-28,POMRB,5.74,1.9933333333333332,5.773750000000001,5.34,5.404230264736434,5.2718711869430965,5.686259040074876,5.175603872878355,2.0617619047619047,2.061761904761905,2.034423474766105,2.0404830776226452,2.097063375880606,1.9873789542048015
2002-05-31,PREMON,6.63,2.544,6.19625,5.5375,5.89453815884186,5.528708020903018,6.2165414236246335,5.750107902192912,2.0617619047619047,2.061761904761905,2.238254084859663,2.295561957069147,2.6469339612149976,2.5364006987125727
2002-08-31,MONSOON,6.56,1.4240000000000002,6.4937499999999995,6.01,6.160722895305116,5.724164353212026,4.61283650260509,4.8549573078321036,2.0617619047619047,2.061761904761905,1.9125524509157978,1.9312382720559527,1.5258949103428288,1.4197463032413002
2002-11-30,POMKH,6.6,2.2857142857142856,6.71375,6.3825,6.33643373718307,5.890446284973819,6.056944778769191,5.659214044587239,2.0617619047619047,2.061761904761905,2.061817184835193,2.066943766921306,2.386342834559057,2.27888652174268
2003-02-28,POMRB,6.63,1.9933333333333332,6.6575,6.605,6.453860242309842,6.031150843939056,6.753166467290716,6.125657308599973,2.0617619047619047,2.061761904761905,2.034423644234449,2.034993878869825,2.0924826747439536,1.9881194067820376
2003-05-31,PREMON,7.5,2.544,6.33,6.822500000000001,6.872316145385906,6.309018506987622,7.221261563590696,6.7720712057034245,2.0617619047619047,2.061761904761905,2.2382541865406695,2.2925370918716426,2.641473634865933,2.5373457044147654
2003-08-31,MONSOON,5.24,1.4240000000000002,6.11125,6.492500000000001,6.219389687231543,6.109788970219595,5.57019921855735,6.71037778600221,2.0617619047619047,2.061761904761905,1.9125525119244018,1.9300589789821514,1.5196164046998712,1.4202752686676727
2003-11-30,POMKH,5.3,2.2857142857142856,6.02125,6.1675,5.851633812338926,5.959244428578116,6.213758803124168,5.954426028524604,2.0617619047619047,2.061761904761905,2.0618172214403554,2.0671332727635496,2.379306626403759,2.279735583471544
2004-02-29,POMRB,6.18,1.9933333333333332,5.8549999999999995,6.055000000000001,5.982980287403356,6.00242278217332,6.397874733117461,5.991056685508076,2.0617619047619047,2.061761904761905,2.0344236661975463,2.036010815940996,2.084748155321821,1.988674362366324
2004-05-31,PREMON,7.23,2.544,5.6225000000000005,5.987500000000001,6.481788172442014,6.234917938004248,6.832677557722034,7.134934043207431,2.0617619047619047,2.061761904761905,2.238254199718528,2.2940228984207995,2.633099002313006,2.5380539688030965
2004-08-31,MONSOON,4.18,1.4240000000000002,5.655,5.7225,5.561072903465209,5.850296764295646,5.223300390931806,5.0421987018989824,2.0617619047619047,2.061761904761905,1.9125525198311168,1.9315592215423274,1.5106585657614142,1.4206717185225826
2004-11-30,POMKH,4.5,2.2857142857142856,5.770625,5.5225,5.1366437420791256,5.598052045785508,5.616187473256065,4.781184282802172,2.0617619047619047,2.061761904761905,2.061817226184384,2.068454974468124,2.3698211067943578,2.2803719396170097
2005-02-28,POMRB,7.24,1.9933333333333332,5.89875,5.7875,5.977986245247475,5.90834462900216,5.729144774948239,5.721359372479814,2.0617619047619047,2.061761904761905,2.0344236690439637,2.0370385455085747,2.0747890187314253,1.9891036912241515
2005-05-31,PREMON,7.0950000000000015,2.544,6.36125,5.75375,6.424791747148486,6.1331191876175115,6.771638459002135,7.416194758485659,2.0617619047619047,2.061761904761905,2.238254201426378,2.2947219554120695,2.622718777417223,2.5386019015558183
2005-08-31,MONSOON,5.34,1.4240000000000002,6.7875,6.04375,5.990875048289092,5.985715476633983,5.136262226563643,4.069237131023916,2.0617619047619047,2.061761904761905,1.912552520855827,1.9319637183814957,1.4999081816499045,1.4209784230011657
2005-11-30,POMKH,7.04,2.2857142857142856,6.925625,6.67875,6.410525028973455,6.1856230950380215,5.967513722188949,4.801900253332014,2.0617619047619047,2.061761904761905,2.0618172267992105,2.0686137741363964,2.358749836119292,2.280864242181231
2006-02-28,POMRB,8.11,1.9933333333333332,7.029999999999999,6.89625,7.090315017384073,6.54918335508727,6.849843375278651,7.937831711600753,2.0617619047619047,2.061761904761905,2.0344236694128597,2.037022120630504,2.063444428538227,1.9894440280328127
2006-05-31,PREMON,7.33,2.544,6.94,6.954999999999999,7.186189010430444,6.697831016509982,7.804210370035429,7.232932906087455,2.0617619047619047,2.061761904761905,2.238254201647716,2.294583014663782,2.6111466869785174,2.539036257833197
2006-08-31,MONSOON,5.94,1.4240000000000002,6.673749999999999,7.1049999999999995,6.687713406258267,6.557220649500197,5.888468104835493,5.3153651099929355,2.0617619047619047,2.061761904761905,1.9125525209886296,1.9317802595388647,1.4881526276837866,1.421221553229567
2006-11-30,POMKH,5.72,2.2857142857142856,6.44625,6.775,6.30062804375496,6.4016438411940655,6.666215511786193,7.055022656024639,2.0617619047619047,2.061761904761905,2.061817226878892,2.068423857342534,2.3468530446658393,2.2812544993945343
2007-02-28,POMRB,7.3,1.9933333333333332,6.04,6.5725,6.700376826252976,6.572350144004795,6.8389221149071515,7.41147441767057,2.0617619047619047,2.061761904761905,2.0344236694606685,2.0368544146304015,2.051446793432779,1.989719073575433
2007-05-31,PREMON,6.32,2.544,5.5975,6.32,6.548226095751786,6.526746143237207,7.512393389795138,6.86250407058559,2.0617619047619047,2.061761904761905,2.2382542016764013,2.2944506480369258,2.599086754223283,2.5393872858589193
2007-08-31,MONSOON,3.7,1.4240000000000002,5.115000000000001,5.76,5.408935657451072,5.997086082701273,5.34419222871388,5.44393974746758,2.0617619047619047,2.061761904761905,1.912552521005841,1.9316889104290849,1.4760670860834886,1.4214180406025945
2007-11-30,POMKH,4.42,2.2857142857142856,4.7925,5.4350000000000005,5.013361394470643,5.702241137824737,5.52585113418365,4.767115774911761,2.0617619047619047,2.061761904761905,2.061817226889219,2.0683711112051197,2.3347767219899427,2.2815698884570503
2008-02-29,POMRB,4.74,1.9933333333333332,4.8975,4.795000000000001,4.904016836682386,5.522917915830568,5.64244191186363,6.621869703820877,2.0617619047619047,2.061761904761905,2.0344236694668645,2.0368330376533477,2.0394126580351335,1.9899448384660947
2008-05-31,PREMON,6.3,2.544,5.00375,4.790000000000001,5.462410102009431,5.670575553082129,5.836602630827009,5.246937638290499,2.0617619047619047,2.061761904761905,2.238254201680119,2.2944540404277234,2.5871259214166438,2.539675419246237
2008-08-31,MONSOON,4.56,1.4240000000000002,5.01125,5.005000000000001,5.1014460612056585,5.463353305560086,4.250452416816032,3.636855742483281,2.0617619047619047,2.061761904761905,1.9125525210080714,1.9317053381210678,1.4642088296338254,1.4215793228025684
2008-11-30,POMKH,4.41,2.2857142857142856,5.05625,5.002500000000001,4.824867636723395,5.2668319823886485,5.118898648334832,4.609499729122434,2.0617619047619047,2.061761904761905,2.061817226890557,2.068394106331835,2.323048489995609,2.28182876841037
2009-02-28,POMRB,4.81,1.9933333333333332,5.25125,5.020000000000001,4.818920582034037,5.182414714347191,5.3750279329668995,4.61198378723451,2.0617619047619047,2.061761904761905,2.0344236694676674,2.036856952770397,2.0278400931271894,1.9901325306820499
2009-05-31,PREMON,6.59,2.544,5.460000000000001,5.092500000000001,5.527352349220422,5.448525366214016,5.687797917571983,6.14373474713377,2.0617619047619047,2.061761904761905,2.2382542016806006,2.294475818537982,2.575732884586217,2.5399149622230417
2009-08-31,MONSOON,5.83,1.4240000000000002,5.5275,5.410000000000001,5.648411409532253,5.521779205673859,4.255898292015804,4.574788172437555,2.0617619047619047,2.061761904761905,1.9125525210083605,1.931722385249848,1.4530174280623904,1.421713406598161
2009-11-30,POMKH,4.81,2.2857142857142856,5.50125,5.510000000000001,5.313046845719351,5.389497739513293,5.568866225309017,4.7607719145635965,2.0617619047619047,2.061761904761905,2.0618172268907307,2.068405884463036,2.312079108166857,2.282043991211293
2010-02-28,POMRB,4.95,1.9933333333333332,5.385,5.545000000000001,5.167828107431611,5.308374096706729,5.807430684589465,4.827594910280755,2.0617619047619047,2.061761904761905,2.0344236694677718,2.0368638166309987,2.0171114271726682,1.9902902319710958
2010-05-31,PREMON,6.24,2.544,5.39,5.4575000000000005,5.596696864458967,5.485029208276256,6.017413950775923,6.4486053041885345,2.1210476190476193,2.061761904761905,2.238254201680663,2.294478391904875,2.565261979188733,2.540116229153794
2010-08-31,MONSOON,5.25,1.4240000000000002,5.494791666666667,5.3125,5.45801811867538,5.442376956711982,4.3466126683370625,5.566770255904506,2.1824166666666667,2.061761904761905,1.9125525210083978,1.9317221841500773,1.4428197163130778,1.4218260654383728
2010-11-30,POMKH,5.43,2.76,5.555833333333333,5.4675,5.446810871205228,5.44157627973628,5.423808094840243,4.492961599038175,2.2039999999999997,2.1803333333333335,2.2515315126050384,2.3166295126456973,2.302168453676563,2.2822248240336567
2011-02-28,POMRB,5.168333333333334,2.01,5.537083333333333,5.522083333333334,5.33541985605647,5.391726814399121,5.931309197831109,5.047487766971489,2.2379999999999995,2.1845,2.154918907563023,2.2412267724425416,2.0337763852713753,1.990423917745909
2011-05-31,PREMON,6.51,2.7,5.493333333333334,5.589583333333334,5.805251913633882,5.6034991132037,6.174495643342281,6.142863633964948,2.278125,2.2234999999999996,2.372951344537814,2.519445162969156,2.5830186180632864,2.5402868461843227
2011-08-31,MONSOON,4.83,1.54,5.5997916666666665,5.484583333333333,5.415151148180329,5.459635862762999,4.5433879075851165,5.229335983237821,2.305625,2.2524999999999995,2.0397708067226885,2.1373289817772942,1.4693268506273789,1.4219215680461303
2011-11-30,POMKH,5.5,2.965,5.69625,5.502083333333333,5.449090688908198,5.46875651626375,5.403771753160106,5.138025752811151,2.2731250000000003,2.3037499999999995,2.4098624840336127,2.54530388968251,2.3351555914561577,2.416106185671162
2012-02-29,POMRB,5.95,2.025,5.5925,5.6975,5.64945441334492,5.560774775953181,5.942922832247768,5.066823593779267,2.2543749999999996,2.3074999999999997,2.2559174904201678,2.3848567207468165,2.077967348232241,1.995208645951542
2012-05-31,PREMON,6.5,2.425,5.53125,5.695,5.989672648006952,5.738929520254905,6.456801751607571,6.609374096652653,2.244375,2.2387499999999996,2.3235504942521006,2.4370565532489965,2.6278051063725196,2.5841488663098944
2012-08-31,MONSOON,4.01,1.665,5.449166666666666,5.49,5.197803588804171,5.41546225059495,4.722941269931718,4.728423080520499,2.216875,2.2699999999999996,2.0601302965512605,2.0921673553215765,1.498509821203207,1.4545101255043642
2012-11-30,POMKH,5.829999999999999,2.76,5.288333333333333,5.5725,5.450682153282502,5.494923412088089,5.231957662794523,5.054315428761285,2.2493749999999997,2.2187499999999996,2.340078177930756,2.3710151384623854,2.3709348827362833,2.4956402209007535
2013-02-28,POMRB,4.963333333333334,2.01,5.169583333333332,5.325833333333334,5.255742625302835,5.3965139464044505,5.94750866739736,5.912705978188868,2.2681249999999995,2.2149999999999994,2.2080469067584536,2.222505825356579,2.1018361874423213,2.000247676444994
2013-05-31,PREMON,6.1999999999999975,2.7,4.924166666666666,5.250833333333333,5.6334455751817,5.549100659221483,6.11293808953419,5.970386558389602,2.30375,2.2837499999999995,2.404828144055072,2.45126753951413,2.6503359868961325,2.514684570499934
2013-08-31,MONSOON,3.3599999999999994,1.54,4.725,5.088333333333333,4.724067345109019,5.1390578160093625,4.394496757838773,3.8357200078024234,2.3587499999999997,2.2524999999999995,2.0588968864330432,2.0530463773291348,1.5357875935594183,1.4947131322713008
2013-11-30,POMKH,4.516666666666667,3.17,4.595,4.76,4.641107073732078,5.023475932652504,4.790478532496797,5.4210495814529285,2.29375,2.3549999999999995,2.503338131859826,2.5683757511039484,2.4006665681946453,2.4838846922268516
2014-02-28,POMRB,4.683333333333334,2.04,4.535,4.6899999999999995,4.65799757757258,4.960930588261862,5.1995514619908345,4.3745567702253165,2.25625,2.3624999999999994,2.3180028791158955,2.404629275450616,2.153559870416193,1.99809489134206
2014-05-31,PREMON,5.44,2.15,4.571041666666667,4.5,4.9707985465435485,5.052397640703999,5.529479286552529,5.9241113121197015,2.115,2.2249999999999996,2.250801727469537,2.307271434705984,2.7028962575754605,2.590602750455734
2014-08-31,MONSOON,3.640000000000001,1.79,4.627916666666668,4.57,4.438479127926129,4.788252794044341,3.7489794064749233,3.0405309819840367,1.915,2.2874999999999996,2.066481036481722,2.049135424374709,1.5569262680181,1.474401722953074
2014-11-30,POMKH,4.525,1.79,4.58625,4.5720833333333335,4.473087476755678,4.740098455337328,4.47030316530439,4.487340004392507,1.8575000000000002,1.9424999999999994,1.9558886218890335,1.858841614808509,2.4348576999666127,2.633075846767476
2015-02-28,POMRB,5.13,1.82,4.560833333333333,4.68375,4.735852486053407,4.814738042256756,4.994854937294427,4.565592259372783,1.68375,1.8874999999999995,1.9015331731334202,1.7500279215432002,2.1102447859891185,2.0079484706618884
2015-05-31,PREMON,4.659999999999998,1.91,4.679166666666665,4.488749999999999,4.705511491632043,4.786994300494292,5.55375285386118,5.4534572835519315,1.5374999999999999,1.8274999999999992,1.9049199038800522,1.7375785873942875,2.646761786857496,2.4394775090035408
2015-08-31,MONSOON,4.216666666666666,0.64,4.784999999999999,4.632916666666665,4.509973561645893,4.681102761298345,3.490531144940721,3.291277656719924,1.57125,1.5399999999999991,1.3989519423280312,1.170798317612082,1.4872076918137997,1.5545609922377026
2015-11-30,POMKH,4.895,1.77,4.987083333333333,4.725416666666664,4.663984136987535,4.722633107039439,4.505418225247086,4.606835142640248,1.7474999999999998,1.534999999999999,1.5473711653968187,1.3069312750110451,2.301216374894062,2.2925786244411026
2016-02-29,POMRB,5.6066666666666665,2.11,5.0925,4.844583333333331,5.0410571488591875,4.8901755204159425,5.1476902438714855,5.12569604486147,2.0087499999999996,1.607499999999999,1.7724226992380911,1.6308776084913437,1.9759568018113562,1.9492870785118002
2016-05-31,PREMON,5.8,3.03,5.128958333333333,5.129583333333331,5.344634289315512,5.062614187861544,5.820422803376363,4.721650293556951,2.2475,1.8874999999999988,2.2754536195428545,2.438255695830786,2.5292721677220316,2.361618800607814
2016-08-31,MONSOON,3.92,1.61,5.167916666666667,5.055416666666665,4.774780573589307,4.849197450397786,4.064197966037657,4.529441772519247,2.3437500000000004,2.1299999999999986,2.009272171725713,2.311491508684146,1.4327780799641074,1.2526632997306602
2016-11-30,POMKH,5.4833333333333325,2.71,5.259166666666666,5.202499999999998,5.058201677486917,4.969789083362225,4.7731415398481785,4.654072259839143,2.31,2.3649999999999984,2.289563303035428,2.726225884056099,2.3015134846158194,2.2793392740604244
2017-02-28,POMRB,5.33,1.94,5.363125,5.133333333333332,5.16692100649215,5.03891059993748,5.528115821142683,5.667878612262305,2.28875,2.3224999999999985,2.1497379818212567,2.596335544564657,2.029159313892564,2.0226520712699525
2017-05-31,PREMON,6.8066666666666675,2.93,5.1825,5.384999999999999,5.822819270561958,5.372701058519712,5.969864386548212,5.550407629307863,2.19375,2.2974999999999985,2.461842789092754,2.948118150853939,2.5735263876690375,2.6280814204429555
2017-08-31,MONSOON,3.745,1.54,5.083750000000001,5.341249999999999,4.991691562337175,5.068164255110553,4.514975131014507,4.212597220372058,2.12,2.2799999999999985,2.0931056734556526,2.4630396508110493,1.471770565815361,1.493574720600443
2017-11-30,POMKH,4.213333333333334,2.02,5.0808333333333335,5.02375,4.680348270735639,4.90885868017427,5.003942726849445,5.258905697806001,2.13875,2.107499999999998,2.0638634040733916,2.2747901586552306,2.336853675920606,2.479226593541846
2018-02-28,POMRB,5.81,2.04,5.028854166666666,5.143749999999999,5.132208962441383,5.079669962139341,5.231348686161024,4.737413119419192,2.149375,2.132499999999998,2.0543180424440353,2.134154097032856,2.0263257140823216,1.9746084498248346
2018-05-31,PREMON,6.303333333333333,2.98,4.991874999999999,5.0179166666666655,5.600658710798163,5.311170417051307,5.94614989673047,6.787321145357428,2.12375,2.1449999999999982,2.424590825466421,2.5135968469370407,2.5764862765057313,2.606568060649983
2018-08-31,MONSOON,3.8325,1.5750000000000002,,5.039791666666665,4.893395226478898,5.034637405623703,4.322662887769243,3.51196439825761,,2.1537499999999987,2.0847544952798525,2.1149859980178607,1.477644361203157,1.4504282762109009
2018-11-30,POMKH,3.83,1.78,,4.943958333333332,4.4680371358873385,,4.909991330408573,4.131819427278513,,2.0937499999999987,1.9628526971679117,,2.3447695387866436,2.2854185947846544
