Date,Season,Subansiri,Subansiri_Trend,Subansiri_SMA,Subansiri_EWMA,Subansiri_DES,Subansiri_TES,Subansiri_ARIMA
1999-08-31,MONSOON,2.155,2.9,2.5087500000000005,2.5682041949105594,2.6489603625655573,2.339172581842237,1.9811174406653715
1999-11-30,POMKH,2.778,2.94975,2.7982500000000003,2.652122516946336,2.7117990181278757,2.4805725559471394,2.285320527254908
2000-02-29,POMRB,3.6439999999999997,2.7946249999999995,3.0017500000000004,3.0488735101678017,2.9667827718622655,3.4683600099783707,2.9622349034478552
2000-05-31,PREMON,3.014,2.6104999999999996,2.8977500000000003,3.034924106100681,3.0576449224477167,3.7232804168982216,3.466799087679623
2000-08-31,MONSOON,1.3299999999999998,2.4557499999999997,2.6915000000000004,2.3529544636604083,2.7471154096311428,2.521194814579911,2.2716161935785424
2000-11-30,POMKH,2.13,2.44025,2.5295,2.263772678196245,2.6255381982507746,2.6277924887265254,2.3336850244846445
2001-02-28,POMRB,3.054,2.64725,2.382,2.5798636069177467,2.71850996062241,3.3869029072845205,3.0351739071475023
2001-05-31,PREMON,3.4799999999999995,2.7775,2.4985,2.939918164150648,2.90454861307603,3.1839985060572698,3.175850097527066
2001-08-31,MONSOON,2.52,2.7364999999999995,2.796,2.771950898490389,2.858553775332261,1.9337965838281614,1.9675079413810364
2001-11-30,POMKH,1.982,2.6493124999999997,2.7589999999999995,2.4559705390942335,2.687596122827034,2.5675666412426272,2.4520126949360916
2002-02-28,POMRB,2.8739999999999997,2.624625,2.713999999999999,2.6231823234565397,2.7254446574431825,3.3681845348094277,3.1596523079295213
2002-05-31,PREMON,2.9625,2.682125,2.584624999999999,2.7589093940739238,2.781676930190933,3.3501134673531867,3.1878411404680698
2002-08-31,MONSOON,2.84,2.6863124999999997,2.664624999999999,2.791345636444354,2.806150132894101,2.065963634801917,1.9628891797984074
2002-11-30,POMKH,2.122,2.6539375,2.6996249999999993,2.5236073818666123,2.6652517121966763,2.309346255567923,2.286082138450747
2003-02-28,POMRB,2.7675,2.382625,2.672999999999999,2.6211644291199674,2.677500861245822,3.1980682153616495,3.055394989004421
2003-05-31,PREMON,2.81,2.0930416666666667,2.634874999999999,2.6966986574719805,2.700270988682459,3.220849743314072,3.117202401511873
2003-08-31,MONSOON,0.8220000000000001,2.0216458333333334,2.130374999999999,1.9468191944831883,2.282325398527826,2.3254271947188805,2.269840907075871
2003-11-30,POMKH,1.8233333333333333,1.7533333333333334,2.0557083333333326,1.8974248500232462,2.122470804529638,1.8037263315307173,1.860994962665135
2004-02-29,POMRB,2.495,1.5758333333333332,1.9875833333333328,2.136454910013948,2.1341770903905304,2.581501091218273,2.596241344334545
2004-05-31,PREMON,0.9359999999999999,1.6584166666666664,1.5190833333333327,1.6562729460083687,1.8174303589304825,2.6148728056611437,2.67549361466631
2004-08-31,MONSOON,1.2760000000000002,1.735875,1.6325833333333326,1.5041637676050212,1.6168834238762775,1.0538385873574336,1.470898575489972
2004-11-30,POMKH,2.03,1.9025,1.6842499999999994,1.7144982605630128,1.6136214129220794,1.2947725389576532,1.492034802934402
2005-02-28,POMRB,2.9080000000000004,1.96025,1.7874999999999994,2.191898956337808,1.8212390750666236,2.1307208448149697,2.250740148574508
2005-05-31,PREMON,1.8559999999999999,1.92525,2.017499999999999,2.057539373802685,1.7913235784290487,1.7581502120928483,1.9702590752846103
2005-08-31,MONSOON,0.818,1.9620000000000002,1.9029999999999991,1.5617236242816108,1.5433173488338074,1.1857455016065526,1.257649047317989
2005-11-30,POMKH,2.208,2.017,1.9474999999999993,1.8202341745689665,1.6291357753133693,1.5400547054119023,1.591170721706695
2006-02-28,POMRB,3.024,2.008375,1.976499999999999,2.30174050474138,1.9054682331559465,2.410327849781188,2.375808489978691
2006-05-31,PREMON,2.18,1.9173125,2.057499999999999,2.253044302844828,1.9794762685660305,1.8043082265765449,1.702187504681051
2006-08-31,MONSOON,0.425,1.8676249999999999,1.9592499999999995,1.5218265817068966,1.6544694400545712,1.150623572326273,1.1760183770092922
2006-11-30,POMKH,1.8725,1.817875,1.8753749999999996,1.662095949024138,1.6740998186182032,1.827288932449607,1.8114490517751627
2007-02-28,POMRB,2.9619999999999997,1.82221875,1.8598749999999995,2.1820575694144826,1.946868686566141,2.5862472582071128,2.5408101649614054
2007-05-31,PREMON,1.844,1.9145,1.7758749999999996,2.0468345416486895,1.9516739341388987,1.8618215441026624,1.7594202918005548
2007-08-31,MONSOON,0.79575,2.0099375,1.8685624999999997,1.5464007249892138,1.7163191204332533,0.7576083636089779,0.8312105082481938
2007-11-30,POMKH,2.24,2.0804375,1.9604374999999998,1.8238404349935284,1.8192978343777548,1.834258375306884,1.8654051956247142
2008-02-29,POMRB,3.358,2.03321875,2.0594375,2.4375042609961173,2.1804203530340502,2.7861093337011966,2.7252901411761172
2008-05-31,PREMON,2.012,2.00075,2.1014375000000003,2.2673025565976705,2.212058423585802,1.9842997271323823,1.9211117989653967
2008-08-31,MONSOON,0.25,2.1405,1.9650000000000003,1.4603815339586024,1.8329213243207505,0.9339910949746808,0.8475552216345452
2008-11-30,POMKH,2.526,2.2235,2.0365,1.8866289203751614,1.9847919372186258,2.0285283618604426,1.9500762123682893
2009-02-28,POMRB,4.19,2.3825000000000003,2.2445000000000004,2.8079773522250973,2.5260717742504197,3.0631216600788296,2.9358797097821197
2009-05-31,PREMON,1.844,2.5115,2.2025,2.4223864113350584,2.4935978182998495,2.189450942569061,2.095690433521612
2009-08-31,MONSOON,1.69,2.368,2.5625,2.129431846801035,2.4074111776504683,0.8497967108618223,0.8066754764725199
2009-11-30,POMKH,2.1180000000000003,2.4004775035014005,2.4605,2.124859108080621,2.408780324664678,2.6523562423580405,2.4210080024374387
2010-02-28,POMRB,3.45,2.365871673669468,2.2755,2.654915464848373,2.710851347393099,3.764736689798478,3.4758603354412965
2010-05-31,PREMON,2.8438200280112045,2.2315383403361344,2.5254550070028015,2.7304772901135057,2.8504990733702837,2.14264768100144,2.0528723876558157
2010-08-31,MONSOON,0.4133333333333333,2.251288340336134,2.206288340336135,1.8036197074014366,2.41021434030716,1.397846667487463,1.189004289973409
2010-11-30,POMKH,2.32,2.371435836834734,2.256788340336135,2.010171824440862,2.41282018709674,2.4032360653297906,2.3251874812252082
2011-02-28,POMRB,3.406,2.7466666666666666,2.2457883403361354,2.568503094664517,2.662085356483069,3.646234886166092,3.5369633523125517
2011-05-31,PREMON,3.849,3.0117499999999997,2.497083333333334,3.08070185679871,3.0024240387995103,2.369393464967367,2.2169161422750925
2011-08-31,MONSOON,2.41,3.0215,2.9962500000000007,2.812421114079226,2.9832160728224375,1.1758099122293975,1.2516520750945679
2011-11-30,POMKH,2.444,3.0119732142857143,3.0272500000000004,2.6650526684475357,2.954407757825721,2.9124103026314376,2.6486202183244125
2012-02-29,POMRB,3.3599999999999994,2.8503318452380952,3.01575,2.9430316010685216,3.1244632467310685,4.091625066684571,3.747408620254285
2012-05-31,PREMON,3.818785714285714,2.5846458333333326,3.0081964285714284,3.293333246355399,3.3832439987666536,3.3658535671382,3.027047398832246
2012-08-31,MONSOON,1.1470833333333332,2.428261904761904,2.6924672619047616,2.4348332811465725,3.000002174268734,1.9345854318801505,1.7214024849910126
2012-11-30,POMKH,1.5814285714285714,2.3834761904761903,2.4768244047619046,2.093471397259372,2.721641175251651,2.7189034666684884,2.544164053162645
2013-02-28,POMRB,2.9715,2.3354300595238096,2.3796994047619044,2.4446828383556234,2.7694425984972355,3.64175229592757,3.4006031417237326
2013-05-31,PREMON,3.849,2.258984126984127,2.387252976190476,3.0064097030133743,3.016871668000005,3.276866109855505,3.2511425997280856
2013-08-31,MONSOON,0.7325,2.293861111111111,2.283607142857143,2.0968458218080244,2.5476731942734676,1.3857099989686459,1.602788216931462
2013-11-30,POMKH,1.3844444444444446,2.3458075396825397,2.2343611111111112,1.8118852708625925,2.25718911549832,2.022066942939201,2.0532736139340444
2014-02-28,POMRB,3.4475,2.375753968253968,2.353361111111111,2.4661311625175557,2.455285579707619,3.1499766948994914,2.993618080455713
2014-05-31,PREMON,3.7885714285714287,2.6401984126984126,2.338253968253968,2.9951072689391047,2.7305442750786675,3.357538832951769,3.3990799578161344
2014-08-31,MONSOON,1.0325,2.8580803571428572,2.413253968253968,2.2100643613634627,2.3726578040666246,1.0077985492458827,1.246240793783441
2014-11-30,POMKH,3.2,2.799196428571429,2.8671428571428574,2.606038616818078,2.52441516757943,1.7622170833179451,1.7234521480559941
2015-02-28,POMRB,3.375,2.651919642857143,2.8490178571428575,2.9136231700908466,2.7128786646989935,3.604575453029179,3.265176034566201
2015-05-31,PREMON,3.39,2.350089285714286,2.7493750000000006,3.104173902054508,2.8958012194283365,3.816282586054943,3.714885506192682
2015-08-31,MONSOON,0.2528571428571429,2.181089285714286,2.5544642857142863,1.963647198375562,2.358676744531457,1.2093296346383378,1.2110511981736418
2015-11-30,POMKH,1.565,2.1853705357142856,2.145714285714286,1.8041883190253372,2.149300746654843,2.2859836239833777,2.0241493660071534
2016-02-29,POMRB,3.658,2.354075892857143,2.2164642857142858,2.5457129914152024,2.4316473345409912,3.145087837203577,3.029916994512366
2016-05-31,PREMON,3.14125,2.563875,2.1542767857142855,2.783927794849121,2.588877225039276,3.3676959250306826,3.426088983562262
2016-08-31,MONSOON,1.85125,2.4180535714285716,2.5538749999999997,2.410856676909473,2.4445693959721653,0.5744910031480845,0.7814189642825666
2016-11-30,POMKH,1.6450000000000002,2.3149925595238097,2.5738749999999997,2.104514006145684,2.261702899529895,2.1154185778738848,2.1679951288051025
2017-02-28,POMRB,2.4114285714285715,2.253638392857143,2.2622321428571426,2.227279832258839,2.264712153424786,3.467640785203822,3.24386243894748
2017-05-31,PREMON,3.563333333333334,2.1988988095238096,2.3677529761904763,2.7617012326886368,2.5350934165243997,3.1698640445627677,3.119210370849246
2017-08-31,MONSOON,0.9383333333333334,2.338809523809524,2.1395238095238094,2.0323540729465153,2.2012456989218143,0.9972282915688337,0.9826086397731966
2017-11-30,POMKH,2.12,2.3929650297619047,2.2582738095238097,2.067412443767909,2.1532100378868724,1.6905156581335214,1.789479479958589
2018-02-28,POMRB,3.0557142857142856,2.423642113095238,2.4193452380952385,2.4627331805464596,2.324770279292174,2.9794025974204166,2.96496457311502
2018-05-31,PREMON,3.352291666666667,2.5414136904761904,2.3665848214285714,2.8185565749945427,2.560337071538725,3.384974893589125,3.1921132006985533
2018-08-31,MONSOON,1.3947916666666669,,2.480699404761905,2.2490506116633924,2.337075078206953,0.998796562660837,1.1609779152873356
2018-11-30,POMKH,2.605714285714285,,2.6021279761904763,2.3917160812837492,,1.9562386406900951,1.8824483418225089
