Date,Season,Nawjan Forest Area,Nawjan Forest Area_Trend,Nawjan Forest Area_SMA,Nawjan Forest Area_EWMA,Nawjan Forest Area_DES,Nawjan Forest Area_TES,Nawjan Forest Area_ARIMA
1999-11-30,POMKH,4.805,4.370166666666667,4.6628333333333325,4.462243682940296,4.169814258530064,4.385726399364989,4.552130280983778
2000-02-29,POMRB,5.34,4.062083333333333,4.625333333333333,4.813346209764178,4.359092488079256,5.310101539513849,5.076505866595896
2000-05-31,PREMON,3.3766666666666665,3.8789583333333333,4.114999999999998,4.238674392525173,4.184683119524407,5.112679168788677,4.7079949828589935
2000-08-31,MONSOON,2.515,3.628333333333334,4.009166666666665,3.5492046355151032,3.864232581975137,3.6518179093332828,3.198656075102619
2000-11-30,POMKH,3.7633333333333336,3.5967708333333333,3.7487499999999994,3.6348561146423957,3.7900700601242643,4.411753187808753,4.907928381835228
2001-02-28,POMRB,4.376666666666667,3.817916666666667,3.5079166666666657,3.9315803354521037,3.8386941257015845,5.126805783307745,5.363656376556044
2001-05-31,PREMON,4.0875,3.918854166666667,3.6856249999999995,3.9939482012712624,3.840231588261807,4.225887772916604,4.536726336223526
2001-08-31,MONSOON,3.5733333333333337,3.895416666666667,3.9502083333333324,3.825702254096091,3.754602819760754,3.0624627185042232,2.7336247138353875
2001-11-30,POMKH,3.5125,3.8218958333333335,3.887499999999999,3.7004213524576546,3.667918768715144,4.086213635239458,4.330620118301692
2002-02-28,POMRB,4.44,3.5930773809523813,3.903333333333332,3.996252811474593,3.7600403242249403,4.765086346466086,4.890452274793905
2002-05-31,PREMON,3.4360000000000004,3.531008928571429,3.7404583333333323,3.772151686884756,3.6718202706516156,4.110466366137367,3.61988383387083
2002-08-31,MONSOON,2.3942857142857146,3.8553839285714284,3.445696428571427,3.2210052978451396,3.4056346468776724,3.1550872731794,2.9075044759378414
2002-11-30,POMKH,4.194999999999999,4.179696428571429,3.6163214285714274,3.6106031787070836,3.4847045070024847,3.705853048238618,3.617579510722451
2003-02-28,POMRB,6.3525,4.236285714285715,4.094446428571427,4.70736190722425,3.966434995627529,4.528744296004273,4.349039559430634
2003-05-31,PREMON,4.118,4.110541666666666,4.264946428571427,4.47161714433455,4.023504527209164,3.8609311047377797,3.7777138701865587
2003-08-31,MONSOON,2.165,3.7231458333333336,4.207624999999998,3.54897028660073,3.7177215666555337,2.9277838859329375,3.0589513187930035
2003-11-30,POMKH,3.418333333333333,3.4327708333333335,4.013458333333332,3.4967155052937713,3.6509672782086255,3.943965695474269,3.7427518982223207
2004-02-29,POMRB,4.029999999999999,3.5348333333333333,3.432833333333331,3.7100293031762623,3.7006713230669206,5.2073479349301355,5.150557419776852
2004-05-31,PREMON,4.1175000000000015,3.716916666666667,3.432708333333331,3.873017581905758,3.7667387309862934,3.7982558017349146,3.6669773616338386
2004-08-31,MONSOON,2.982,3.8537500000000002,3.6369583333333315,3.5166105491434547,3.6241548512219004,2.486693736195548,2.2737012663340668
2004-11-30,POMKH,4.058,3.8478125000000007,3.7968749999999982,3.733166329486073,3.68468750998314,3.6540017384460053,3.8338954607296545
2005-02-28,POMRB,4.485,3.6447499999999997,3.9106249999999982,4.033899797691644,3.8234200332550494,4.726316647690264,5.3475657507811825
2005-05-31,PREMON,3.615,3.4813125,3.784999999999998,3.8663398786149865,3.7976442804803217,3.920579879486035,4.0679928610057985
2005-08-31,MONSOON,1.86,3.4546875,3.5044999999999984,3.063803927168992,3.453772020793735,2.6419747859821063,2.465297863446476
2005-11-30,POMKH,3.8725,3.6515625,3.458124999999998,3.3872823563013954,3.4921758357273123,3.7058554337281797,3.6326074347933646
2006-02-28,POMRB,4.4575,4.1968749999999995,3.451249999999998,3.815369413780837,3.6408214280751765,4.5247074003433445,4.163080823538927
2006-05-31,PREMON,5.217499999999999,4.6590625,3.8518749999999984,4.376221648268502,3.927694828215825,3.70172041531927,3.866893316520387
2006-08-31,MONSOON,4.62,4.59125,4.541874999999998,4.4737329889611015,4.0942788259310126,2.345767737391265,2.497567134697988
2006-11-30,POMKH,4.81,4.4975,4.776249999999998,4.608239793376661,4.285571955580452,3.930771771057944,3.9347902071748644
2007-02-28,POMRB,2.9775,4.269375,4.406249999999998,3.955943876025996,4.123315303696782,4.713720417048067,4.419764441284261
2007-05-31,PREMON,5.9475,3.9158333333333335,4.588749999999997,4.752566325615597,4.508416279525747,4.394230837045416,4.211655872092893
2007-08-31,MONSOON,2.065,4.215729166666667,3.9499999999999975,3.6775397953693583,4.156402874086954,3.3279146964937762,2.9404343878806696
2007-11-30,POMKH,4.536666666666667,4.504166666666666,3.881666666666665,4.021190543888282,4.260698764795103,4.211228869550121,4.200298934434501
2008-02-29,POMRB,5.65,4.473541666666667,4.549791666666666,4.672714326332969,4.56388501608813,3.998327293001648,3.812159559821419
2008-05-31,PREMON,5.5825,4.470208333333333,4.458541666666665,5.036628595799781,4.839901088876737,5.0753621238453235,5.446111477270804
2008-08-31,MONSOON,2.185,4.448124999999999,4.488541666666665,3.895977157479869,4.466547146530463,2.919814955313799,3.543110429433965
2008-11-30,POMKH,4.39,4.49,4.451874999999998,4.093586294487921,4.498728793775621,4.420960844042356,4.642595426393633
2009-02-28,POMRB,5.62,4.694999999999999,4.444374999999997,4.704151776692752,4.751581996581446,4.681780466083166,4.009452077959771
2009-05-31,PREMON,5.9475,4.895625,4.535624999999997,5.2014910660156515,5.05201486364851,5.30147170051031,5.729706162822712
2009-08-31,MONSOON,3.4599999999999995,5.211458333333333,4.854374999999997,4.5048946396093905,4.870523206534156,2.6979342258321233,2.087977291475695
2009-11-30,POMKH,4.72,5.336677827380952,4.936874999999997,4.590936783765635,4.913518012715725,4.543595481895313,4.423185680721732
2010-02-28,POMRB,7.816666666666666,5.093563988095238,5.486041666666663,5.881228736926047,5.526125158008418,5.1793893948101095,5.569674699759693
2010-05-31,PREMON,4.752589285714286,4.925126488095239,5.1873139880952355,5.429772956441343,5.53972406796627,5.792549390338439,5.660838143831729
2010-08-31,MONSOON,2.71,4.487105654761905,4.9998139880952355,4.341863773864805,5.15436216007404,3.1500529144093616,2.668078594596202
2010-11-30,POMKH,4.1225000000000005,4.1237723214285715,4.850438988095236,4.254118264318883,5.026436450107288,4.720367262111955,4.468775021185142
2011-02-28,POMRB,4.909999999999998,4.352209821428572,4.123772321428569,4.516470958591329,5.040255636631348,6.22360983955707,6.429841902951862
2011-05-31,PREMON,4.752589285714286,4.602418154761905,4.123772321428569,4.610918289440512,5.0198007215744145,5.264643932748276,5.398063274084309
2011-08-31,MONSOON,4.5375,4.959813988095238,4.580647321428568,4.581550973664307,4.956457317817048,2.863019746803161,3.118441647165306
2011-11-30,POMKH,4.296666666666666,5.361990327380953,4.624188988095234,4.467597250865251,4.848707383196418,4.484406291028276,4.424142851437376
2012-02-29,POMRB,7.5950000000000015,5.293541666666667,5.295438988095235,5.718558350519151,5.3529787477772945,5.744597155827773,6.560582839779816
2012-05-31,PREMON,5.285,5.313645833333334,5.428541666666663,5.5451350103114905,5.411978768895937,5.255297533682847,4.695106576778818
2012-08-31,MONSOON,3.4575,5.25875,5.158541666666663,4.710081006186894,5.12344446471961,3.6970908389076054,3.4075147389827674
2012-11-30,POMKH,5.5375000000000005,5.0245625,5.4687499999999964,5.041048603712136,5.219720794314583,4.535672084138301,4.142237457414397
2013-02-28,POMRB,5.915,5.0847500000000005,5.048749999999996,5.390629162227282,5.379042391074797,6.616696605939529,5.923573592076265
2013-05-31,PREMON,5.091500000000001,5.0989375,5.000374999999996,5.27097749733637,5.3760458924651955,5.32253354137065,4.9078646774293935
2013-08-31,MONSOON,4.1325,5.062041666666667,5.169124999999996,4.815586498401822,5.190769836849984,3.6509169875034715,4.051037050666475
2013-11-30,POMKH,4.976000000000001,5.119520833333334,5.028749999999995,4.879751899041094,5.162552517913785,4.9863511318310945,4.740551155000869
2014-02-28,POMRB,6.181333333333335,4.933395833333334,5.095333333333329,5.40038447275799,5.355509539128946,6.385202073837266,6.831788857277859
2014-05-31,PREMON,5.285,4.6595625,5.143708333333329,5.354230683654794,5.374834967236608,5.290745464576017,5.143752703772156
2014-08-31,MONSOON,2.45,4.452625,4.723083333333329,4.192538410192877,4.873986143569529,3.8942574073874514,3.685420029362123
2014-11-30,POMKH,4.467833333333334,4.260833333333334,4.596041666666663,4.3026563794490595,4.76173049843645,4.942480309150505,5.246141222983952
2015-02-28,POMRB,5.034000000000002,4.382006944444445,4.30920833333333,4.595193827669436,4.76342619227682,6.239700917263431,5.949888090100986
2015-05-31,PREMON,4.8980000000000015,4.3543263888888895,4.21245833333333,4.716316296601662,4.74689377225897,5.156837995140675,5.107243219731731
2015-08-31,MONSOON,3.806388888888889,4.113708333333334,4.551555555555552,4.352345333516553,4.5395483999224036,3.2076703819044434,3.4101688660530796
2015-11-30,POMKH,2.890000000000001,3.991194444444445,4.157097222222219,3.7674072001099317,4.186065887233398,4.7169335374320545,4.7127452613015315
2016-02-29,POMRB,4.686888888888889,3.891687500000001,4.070319444444441,4.135199875621515,4.1848641651975385,5.666182236126841,5.648080913522396
2016-05-31,PREMON,4.2650000000000015,4.019777777777779,3.9120694444444406,4.18711992537291,4.120477188006475,4.937251492426874,5.066427639923435
2016-08-31,MONSOON,3.6433333333333335,4.161555555555556,3.8713055555555513,3.9696052885570796,3.9594316713642344,3.2742933737374056,2.962397448035196
2016-11-30,POMKH,4.077777777777778,4.474652777777778,4.168249999999996,4.012874284245359,3.8967324719814256,3.8691802397886885,3.7832724654618572
2017-02-28,POMRB,4.633333333333334,4.943611111111111,4.1548611111111065,4.261057903880548,3.94946325198427,5.234878837265475,4.834403600305775
2017-05-31,PREMON,6.823333333333332,5.126805555555555,4.794444444444439,5.285968075661662,4.41209028563671,4.637022946972131,4.5858036841128875
2017-08-31,MONSOON,4.836666666666667,5.130833333333333,5.092777777777772,5.106247512063664,4.498906873015404,3.5141440280323346,3.6951914257318763
2017-11-30,POMKH,4.3500000000000005,4.9409375,5.160833333333327,4.803748507238199,4.491447722144489,4.108735049590873,3.3296964879958786
2018-02-28,POMRB,4.3933333333333335,4.781041666666668,5.100833333333328,4.6395824376762524,4.4895640768289065,5.186398078235381,4.6087993462829315
2018-05-31,PREMON,5.544166666666667,4.861458333333333,4.7810416666666615,5.001416129272418,4.697586093590306,5.61377345995245,5.235757273428045
2018-08-31,MONSOON,4.836666666666667,,4.7810416666666615,4.935516344230118,4.765132404022691,4.055863482012644,4.076138302968713
2018-11-30,POMKH,4.993333333333333,,4.941874999999994,4.958643139871404,,4.224021250899524,4.137240400349801
