Date,Season,Koyu,Koyu_Trend,Koyu_SMA,Koyu_EWMA,Koyu_DES,Koyu_TES,Koyu_ARIMA
2012-05-31,PREMON,5.691666666666666,5.4591666666666665,5.034166666666669,5.411214664624676,5.620222198081856,4.077375536658794,3.026264590586106
2012-08-31,MONSOON,2.52,5.811041666666667,5.034166666666669,4.254728798774806,4.97213219532624,1.9239912281847342,2.353761348233638
2012-11-30,POMKH,8.0,5.4314583333333335,5.884166666666669,5.7528372792648845,6.222162336778437,4.118698450644402,4.2965484928074344
2013-02-28,POMRB,6.74,5.4350000000000005,5.73791666666667,6.147702367558931,6.897496358753739,7.462310284816045,6.841786458655316
2013-05-31,PREMON,3.24,5.67,5.125000000000003,4.984621420535358,6.201738165872116,5.409820606873915,5.316200399614996
2013-08-31,MONSOON,5.0,5.553749999999999,5.745000000000003,4.990772852321214,6.067478472056559,2.4185379016154025,2.353761348233638
2013-11-30,POMKH,7.4,6.125416666666666,5.595000000000002,5.954463711392728,6.717230921251385,6.802555371277461,7.472258248360755
2014-02-28,POMRB,6.41,6.62,5.512500000000003,6.136678226835636,6.923639758155123,7.066582707255904,6.295377574243936
2014-05-31,PREMON,8.143333333333333,6.069166666666666,6.738333333333335,6.939340269434715,7.650406157309041,4.104311793738777,3.026264590586106
2014-08-31,MONSOON,4.053333333333334,5.602291666666668,6.501666666666669,5.784937494994162,6.848800945544001,4.458795856184663,4.670161405225472
2014-11-30,POMKH,3.94,5.530833333333334,5.6366666666666685,5.046962496996498,6.03210399693214,7.442444544826715,6.911838879733699
2015-02-28,POMRB,6.1350000000000025,5.413333333333334,5.567916666666669,5.4821774981979,6.015259663751303,6.69721538458394,5.987146921499055
2015-05-31,PREMON,7.846666666666668,5.431354166666668,5.493750000000002,6.427973165585407,6.586108817183178,6.704361774390924,7.606136208643885
2015-08-31,MONSOON,3.41,5.047291666666667,5.3329166666666685,5.220783899351244,5.63430425591957,4.090126168978902,3.7859441791694497
2015-11-30,POMKH,4.7275,4.595625,5.529791666666668,5.023470339610746,5.227912629104069,5.093351058471574,3.680087187317672
2016-02-29,POMRB,2.275,4.668958333333333,4.564791666666667,3.924082203766448,4.143761895314324,6.368902056279609,5.730288044211656
2016-05-31,PREMON,8.093333333333334,4.850520833333334,4.626458333333334,5.591782655593203,5.144050002630121,7.255635709162314,7.3290399652671745
2016-08-31,MONSOON,3.75,5.618125,4.711458333333334,4.855069593355921,4.652201974661467,3.462441650233371,3.185050078363772
2016-11-30,POMKH,5.84,6.564375,4.989583333333334,5.249041756013552,4.920367036835429,4.7058500131637775,4.415637608640684
2017-02-28,POMRB,7.303333333333334,6.665833333333334,6.246666666666668,6.070758386941465,5.682230854783478,3.7007082028419247,2.1249234393775898
2017-05-31,PREMON,10.635,6.213958333333333,6.882083333333334,7.896455032164879,7.587202136728211,8.123455082269391,7.559434594591631
2017-08-31,MONSOON,2.02,5.986666666666667,6.449583333333334,5.545873019298927,6.31151255894094,4.091776874859162,3.502621053919104
2017-11-30,POMKH,3.955,5.836145833333333,5.978333333333334,4.909523811579357,5.715706491411234,5.760038609380086,5.454748521303351
2018-02-28,POMRB,7.37,6.088541666666667,5.995000000000001,5.893714286947614,6.301156710269633,6.165437253322099,6.821549092566006
2018-05-31,PREMON,9.364166666666666,6.557291666666666,5.677291666666667,7.281895238835235,7.525749289016863,9.772421856789038,9.933433308914578
2018-08-31,MONSOON,5.31,,6.499791666666667,6.493137143301141,7.201611730285831,2.6838071433196466,1.8867452077110907
2018-11-30,POMKH,4.415,,6.614791666666667,5.661882285980685,,4.7722772192043825,3.6940976715333482
