Date,Season,Daman,Daman_Trend,Daman_SMA,Daman_EWMA,Daman_DES,Daman_TES,Daman_ARIMA
2014-05-31,PREMON,6.202222222222222,3.8528472222222216,3.7018948412698345,4.614994575099357,3.9809574379386414,5.956787782307007,5.415564349505262
2014-08-31,MONSOON,1.5199999999999998,3.935173611111111,3.6636805555555485,3.376996745059614,3.616569706264818,1.323750426649414,1.5005485955980022
2014-11-30,POMKH,3.713333333333333,4.360138888888889,4.042013888888882,3.5115313803691017,3.6759712786373004,2.890471040508273,2.818620626583705
2015-02-28,POMRB,3.8777777777777778,4.951388888888889,3.8283333333333265,3.658029939332572,3.759129333680352,4.040172139177568,4.122213833999828
2015-05-31,PREMON,10.456666666666667,4.911388888888889,4.891944444444438,6.37748463026621,5.162899584983603,6.078896691391638,5.64321449238796
2015-08-31,MONSOON,1.9955555555555555,4.857915426587301,5.010833333333327,4.624713000381948,4.84949715585918,1.8662972663349229,1.5061776182582471
2015-11-30,POMKH,2.9177777777777774,4.517914186507936,4.811944444444439,3.941938911340279,4.683349120028453,3.4262019581507817,3.077540650897506
2016-02-29,POMRB,4.245545634920634,4.086803075396825,4.903886408730154,4.063381600772422,4.7534246945267835,4.4404534242732145,4.051476919736118
2016-05-31,PREMON,7.368888888888887,4.095066964285714,4.1319419642857085,5.385584516019008,5.422545456596382,6.475869949284329,7.036170830446034
2016-08-31,MONSOON,1.6344444444444446,4.141943204365079,4.041664186507931,3.8851284873891827,4.926392982437042,1.9087200523318169,1.647797826537604
2016-11-30,POMKH,3.345,4.057698412698413,4.148469742063487,3.6690770924335094,4.747966893612282,3.4275678272600283,3.0313071580443562
2017-02-28,POMRB,4.193333333333333,4.012817460317461,4.135416666666662,3.878779588793439,4.723219198202309,4.485147373182339,4.107638041240561
2017-05-31,PREMON,6.747142857142857,4.096748511904762,3.9799801587301546,5.026124896133206,5.1874790434222415,6.510704325302499,7.132455382488158
2017-08-31,MONSOON,1.897142857142857,4.145997023809524,4.045654761904758,3.7745320805370666,4.685677503176713,1.8767516952342769,1.6439335204668593
2017-11-30,POMKH,3.75375,4.183010912698412,4.147842261904758,3.76621924832224,4.546082554280141,3.425579873701709,3.1220860442517226
2018-02-28,POMRB,4.178571428571428,4.179935515873016,4.144151785714282,3.9311601204219153,4.489310575823751,4.52494930181908,4.132437197255617
2018-05-31,PREMON,7.058015873015872,3.921282242063492,4.2218700396825355,5.1819024214594975,4.99162463755534,6.5449547431765565,7.020950710559988
2018-08-31,MONSOON,1.5616666666666668,,4.138000992063488,3.733808119542365,4.416284098394386,1.9391466409824716,1.7172091659702198
2018-11-30,POMKH,2.02,,3.704563492063488,3.0482848717254187,,3.4474940511947105,3.3048817685574474
