Date,Season,Pulwama,Pulwama_SMA,Pulwama_EWMA,Pulwama_TES,Pulwama_ARIMA
2004-11-30,POMKH,4.062291666666667,3.6579895833333333,3.6926506905148555,3.528943541300825,3.652787639810671
2005-02-28,POMRB,,,,,
2005-05-31,PREMON,3.0380000000000003,3.4019166666666667,3.4307904143089134,3.487229591230506,3.0952342526932624
2005-08-31,MONSOON,3.469375,3.5097604166666665,3.446224248585348,3.5156063132023907,3.818904966487847
2005-11-30,POMKH,4.062291666666667,3.6579895833333333,3.6926512158178753,3.5248527059556665,3.628988218242268
2006-02-28,POMRB,,,,,
2006-05-31,PREMON,3.0380000000000003,3.4019166666666667,3.430790729490725,3.539511814221894,3.0921876218401687
2006-08-31,MONSOON,3.469375,3.5097604166666665,3.446224437694435,3.496558564451289,3.83044650661151
2006-11-30,POMKH,4.062291666666667,3.6579895833333333,3.6926513292833274,3.525442831785912,3.641525160035736
2007-02-28,POMRB,,,,,
2007-05-31,PREMON,3.0380000000000003,3.4019166666666667,3.4307907975699967,3.5354158374390185,3.0786319676066536
2007-08-31,MONSOON,3.469375,3.5097604166666665,3.446224478541998,3.5487825188404405,3.828981108134003
2007-11-30,POMKH,4.062291666666667,3.6579895833333333,3.6926513537918657,3.506404050751598,3.648418789951762
2008-02-29,POMRB,,,,,
2008-05-31,PREMON,3.0380000000000003,3.4019166666666667,3.4307908122751196,3.5359964188092703,3.084602346835835
2008-08-31,MONSOON,3.469375,3.5097604166666665,3.446224487365072,3.544681413953232,3.8223167994301988
2008-11-30,POMKH,4.062291666666667,3.6579895833333333,3.69265135908571,3.558569799940788,3.647738671773229
2009-02-28,POMRB,,,,,
2009-05-31,PREMON,3.0380000000000003,3.4019166666666667,3.4307908154514264,3.516966605517143,3.0880273704151286
2009-08-31,MONSOON,3.469375,3.5097604166666665,3.446224489270856,3.5452524683406237,3.8249786553083207
2009-11-30,POMKH,4.062291666666667,3.6579895833333333,3.6926513602291804,3.554463580264969,3.6450618553935614
2010-02-28,POMRB,,,,,
2010-05-31,PREMON,3.0380000000000003,3.4019166666666667,3.4307908161375082,3.5690742128437973,3.087617248692264
2010-08-31,MONSOON,3.469375,3.5097604166666665,3.4462244896825047,3.5262316228109714,3.826555990357033
2010-11-30,POMKH,4.062291666666667,3.6579895833333333,3.6926513604761695,3.555025125125067,3.645911678571036
2011-02-28,POMRB,,,,,
2011-05-31,PREMON,3.2225,3.4480416666666667,3.5045908162857016,3.564962891677444,3.0869906887428513
2011-08-31,MONSOON,3.585,3.584791666666667,3.536754489771421,3.5783370208457836,3.9094460703080376
2011-11-30,POMKH,4.235,3.776197916666667,3.8160526938628525,3.536104129601687,3.799905698195774
2012-02-29,POMRB,,,,,
2012-05-31,PREMON,2.825,3.466875,3.4196316163177114,3.5656581252599753,3.228249079930496
2012-08-31,MONSOON,3.45375,3.5246874999999998,3.4332789697906265,3.5744172963187837,3.6011578648576377
2012-11-30,POMKH,3.880833333333333,3.5986458333333324,3.6123007152077093,3.588187570221002,3.4826665110152173
2013-02-28,POMRB,,,,,
2013-05-31,PREMON,3.2225,3.3455208333333326,3.456380429124626,3.5466936250725056,2.973248393143334
2013-08-31,MONSOON,3.585,3.535520833333333,3.5078282574747757,3.5745811898433093,4.240856583297035
2013-11-30,POMKH,4.235,3.730833333333333,3.798696954484866,3.5841519958056676,3.618689427482334
2014-02-28,POMRB,,,,,
2014-05-31,PREMON,2.4275,3.3675,3.2502181726909196,3.5985453892497845,3.2628577512251815
2014-08-31,MONSOON,3.3225,3.3925,3.2791309036145515,3.5560269649953904,3.2908937898699215
2014-11-30,POMKH,3.526666666666667,3.3779166666666667,3.378145208835398,3.5842572474465566,3.4672306522309366
2015-02-28,POMRB,,,,,
2015-05-31,PREMON,2.1,2.8441666666666663,2.866887125301239,3.5944109318261925,2.604878366494227
2015-08-31,MONSOON,3.855,3.2010416666666663,3.2621322751807433,3.6064376819556476,4.0594653246207155
2015-11-30,POMKH,4.195,3.419166666666667,3.6352793651084463,3.565232382534152,2.950880393986602
2016-02-29,POMRB,,,,,
2016-05-31,PREMON,3.575,3.4312500000000004,3.6111676190650677,3.5938897448913827,3.6731441173004744
2016-08-31,MONSOON,3.4308333333333336,3.7639583333333335,3.5390339047723742,3.6027010265420767,4.775772701602254
2016-11-30,POMKH,4.004722222222223,3.801388888888889,3.725309231752314,3.616770782722747,3.4247066701686686
2017-02-28,POMRB,,,,,
2017-05-31,PREMON,3.18,3.547638888888889,3.5071855390513886,3.5759670034281656,2.1870459800851836
2017-08-31,MONSOON,3.4850000000000003,3.525138888888889,3.4983113234308334,3.603702539123464,3.7759131256373415
2017-11-30,POMKH,4.2925,3.7405555555555554,3.8159867940585004,3.6123394112945237,4.752057056198245
2018-02-28,POMRB,,,,,
2018-05-31,PREMON,3.865,3.7056249999999995,3.8355920764351006,3.627194720549041,3.0603749404935905
2018-08-31,MONSOON,3.115,3.689375,3.547355245861061,3.5856067604115047,3.3876620239915374
2018-11-30,POMKH,4.2925,3.8912500000000003,3.845413147516637,3.6135810252164053,3.8415405780496075
