Date,Season,Presidency Town,Presidency Town_Trend,Presidency Town_SMA,Presidency Town_EWMA,Presidency Town_DES,Presidency Town_TES
2004-02-29,POMRB,12.54,12.472499999999998,12.412499999999987,12.293440276312115,12.327045005228968,12.430986525406215
2004-05-31,PREMON,13.29,12.621249999999998,12.372499999999988,12.692064165787269,12.535870995670855,13.574056993279946
2004-08-31,MONSOON,13.05,12.709999999999999,12.572499999999987,12.83523849947236,12.674919300186238,12.285669031567942
2004-11-30,POMKH,11.8,12.760000000000002,12.669999999999987,12.421143099683416,12.494711356044109,11.55624515011811
2005-02-28,POMRB,12.86,12.62375,12.749999999999988,12.59668585981005,12.582388239987594,12.505109265935252
2005-05-31,PREMON,13.37,12.28875,12.769999999999987,12.906011515886028,12.789419433527884,13.4986059841476
2005-08-31,MONSOON,11.88,12.10875,12.477499999999988,12.495606909531617,12.612902929480036,12.663245473742993
2005-11-30,POMKH,10.29,12.112499999999999,12.099999999999987,11.613364145718968,12.055268663317834,11.632312649648021
2006-02-28,POMRB,12.93,12.7975,12.117499999999987,12.14001848743138,12.1849699843184,12.53923244006697
2006-05-31,PREMON,13.329999999999998,13.581874999999998,12.107499999999987,12.616011092458827,12.417238979271524,13.325878083419523
2006-08-31,MONSOON,17.4,13.671874999999998,13.487499999999988,14.529606655475295,13.654900039366648,12.217071476196239
2006-11-30,POMKH,11.045,13.6725,13.676249999999987,13.135763993285178,13.234881901349661,11.27648380602507
2007-02-28,POMRB,12.895,13.3325,13.667499999999988,13.039458395971106,13.26351084988463,12.98639604541756
2007-05-31,PREMON,13.37,12.893125000000001,13.677499999999988,13.171675037582663,13.388420468698865,13.5983406480435
2007-08-31,MONSOON,14.64,12.908333333333331,12.987499999999988,13.759005022549598,13.802725663368374,14.670679535541549
2007-11-30,POMKH,10.29,13.034791666666667,12.798749999999988,12.371403013529758,13.100139969210558,11.174326969812013
2008-02-29,POMRB,13.771666666666668,13.396666666666668,13.017916666666654,12.931508474784522,13.278285485487004,12.90544302167424
2008-05-31,PREMON,13.505,13.872916666666667,13.051666666666653,13.160905084870713,13.375560301159467,13.509360120173426
2008-08-31,MONSOON,17.4,14.109374999999998,13.741666666666653,14.856543050922427,14.42775811146089,14.676565977614114
2008-11-30,POMKH,11.34,14.214583333333334,14.004166666666654,13.449925830553457,13.9000408863698,10.973218171355226
2009-02-28,POMRB,14.613333333333333,13.709833333333334,14.214583333333321,13.915288831665407,14.17859584725332,13.518203586089488
2009-05-31,PREMON,13.505,13.205083333333334,14.214583333333321,13.751173298999245,14.146636938408161,13.779188466072519
2009-08-31,MONSOON,13.362,13.205083333333333,13.205083333333322,13.595503979399545,14.059212425848166,16.091571964037126
2009-11-30,POMKH,11.34,13.205083333333333,13.20508333333332,12.693302387639726,13.46623091568134,11.104678185354668
2010-02-28,POMRB,14.613333333333333,13.205083333333333,13.20508333333332,13.46131476591717,13.708603814432685,13.944782255193777
2010-05-31,PREMON,13.505,13.205083333333334,13.205083333333318,13.478788859550303,13.667367469050689,13.600943726106467
2010-08-31,MONSOON,13.362,13.205083333333333,13.205083333333318,13.432073315730182,13.592784016683927,14.883539732579038
2010-11-30,POMKH,11.34,13.205083333333333,13.205083333333317,12.59524398943811,13.03165980793962,11.20662616495347
2011-02-28,POMRB,14.613333333333333,13.205083333333333,13.205083333333317,13.402479726996198,13.316698910514313,14.221517708181068
2011-05-31,PREMON,13.505,13.205083333333334,13.205083333333315,13.44348783619772,13.325698962315442,13.538195860947939
2011-08-31,MONSOON,13.362,13.205083333333333,13.205083333333315,13.41089270171863,13.305286615338298,14.220991508198496
2011-11-30,POMKH,11.34,13.205083333333333,13.205083333333313,12.582535621031177,12.799073883295964,11.274737997729076
2012-02-29,POMRB,14.613333333333333,13.205083333333333,13.205083333333313,13.394854705952039,13.137478247284635,14.393657013343413
2012-05-31,PREMON,13.505,13.205083333333334,13.205083333333311,13.438912823571224,13.19635962866291,13.520640867683133
2012-08-31,MONSOON,13.362,12.998902777777777,13.205083333333311,13.408147694142734,13.22097653406011,13.855023529992764
2012-11-30,POMKH,11.34,12.79272222222222,13.20508333333331,12.580888616485641,12.753192015312662,11.316571125068624
2013-02-28,POMRB,12.963888888888887,12.792722222222222,12.7927222222222,12.73408872544694,12.720502946816822,14.497569330907563
2013-05-31,PREMON,13.505,12.792722222222222,12.792722222222197,13.042453235268164,12.836978749529518,13.427597764279886
2013-08-31,MONSOON,13.362,12.792722222222222,12.792722222222197,13.170271941160898,12.922277273902047,13.560539377925357
2013-11-30,POMKH,11.34,12.79272222222222,12.792722222222196,12.43816316469654,12.514943817702985,11.250520700780875
2014-02-28,POMRB,12.963888888888887,12.792722222222222,12.792722222222196,12.64845345437348,12.53999798355245,13.775034152049328
2014-05-31,PREMON,13.505,12.792722222222222,12.792722222222194,12.991072072624089,12.709955926476288,13.419106719240089
2014-08-31,MONSOON,13.362,12.792722222222222,12.792722222222194,13.139443243574453,12.843222936998082,13.433998173662673
2014-11-30,POMKH,11.34,12.79272222222222,12.792722222222192,12.419665946144672,12.47652123722673,11.249949997765029
2015-02-28,POMRB,12.963888888888887,12.792722222222222,12.792722222222192,12.637355123242358,12.535433806593474,13.39332414078356
2015-05-31,PREMON,13.505,12.792722222222222,12.79272222222219,12.984413073945415,12.732812580065318,13.434285513368728
2015-08-31,MONSOON,13.362,12.792722222222222,12.79272222222219,13.135447844367249,12.887223428989293,13.380953790236276
2015-11-30,POMKH,11.34,12.79272222222222,12.792722222222189,12.41726870662035,12.534910412532932,11.267131490982065
2016-02-29,POMRB,12.963888888888887,12.792722222222222,12.792722222222189,12.635916779527765,12.602904688134405,13.19002637348727
2016-05-31,PREMON,13.505,12.792722222222222,12.792722222222187,12.98355006771666,12.804951693447165,13.451995805782653
2016-08-31,MONSOON,13.362,12.792722222222222,12.792722222222187,13.134930040629996,12.960251363065337,13.359646652701915
2016-11-30,POMKH,11.34,12.79272222222222,12.792722222222185,12.416958024377998,12.605329465083166,11.285336579668558
2017-02-28,POMRB,12.963888888888887,12.792722222222222,12.792722222222185,12.635730370182355,12.668363143152204,13.081054386723693
2017-05-31,PREMON,13.505,12.792722222222222,12.792722222222183,12.983438222109413,12.863821303467454,13.46627273423379
2017-08-31,MONSOON,13.362,12.792722222222222,12.792722222222183,13.134862933265648,13.01145505024466,13.35178615224242
2017-11-30,POMKH,11.34,12.79272222222222,12.792722222222181,12.41691775995939,12.648263880729866,11.299877518671169
2018-02-28,POMRB,12.963888888888887,12.792722222222222,12.792722222222181,12.63570621153119,12.70293764470762,13.022403150365356
2018-05-31,PREMON,13.505,12.792722222222222,12.79272222222218,12.983423726918716,12.89027763526064,13.47643208760271
2018-08-31,MONSOON,13.362,,12.79272222222218,13.134854236151229,13.030304877975306,13.34946163505368
2018-11-30,POMKH,11.34,,12.792722222222178,12.416912541690738,,11.310331374409333
