Date,Season,Amguri,Amguri_Trend,Amguri_SMA,Amguri_EWMA,Amguri_DES,Amguri_TES,Amguri_ARIMA
2010-11-30,POMKH,2.2,2.484482258096841,3.2012336359628004,2.6029968231463076,2.994334676488953,3.347698623038552,3.1433089932615035
2011-02-28,POMRB,2.9655555555555555,2.6172745310245307,2.4454003026294675,2.748020316110007,3.007268676720308,4.461901980940462,4.407273638990685
2011-05-31,PREMON,3.427272727272727,2.7270959595959594,2.5235642135642116,3.0197212805750953,3.0280567708584147,3.4628917863122304,3.4156313977274286
2011-08-31,MONSOON,2.251111111111111,2.938901515151515,2.7109848484848467,2.7122772127895014,3.0281452398154873,1.510279006668144,1.5114437302846842
2011-11-30,POMKH,2.328888888888889,3.1958601641414144,2.7432070707070686,2.558921883229256,3.029583690579925,3.0304363118178492,2.9038158092173365
2012-02-29,POMRB,4.531111111111112,3.2003929698773455,3.134595959595958,3.3477975743819988,3.06925965372158,4.113223254744174,3.9645360521092696
2012-05-31,PREMON,3.9173863636363633,3.2144949044011546,3.257124368686867,3.5756330900837447,3.0977630281008857,3.5129435904612043,3.500827780192273
2012-08-31,MONSOON,1.7972599206349205,3.1196893488455992,3.143661571067819,2.864283822304215,3.0890692184774804,1.7315095428214975,1.8019963866545572
2012-11-30,POMKH,2.8955555555555565,2.8927862554112553,3.285328237734486,2.876792515604752,3.099566543836853,2.943728860484943,2.731338894254782
2013-02-28,POMRB,3.2059999999999995,2.824239560786436,2.954050459956708,3.0084755093628512,3.115321515885831,4.274645719578471,4.146333643799391
2013-05-31,PREMON,3.427272727272727,2.9405126262626267,2.8315220508657983,3.175994396526802,3.1347173369498993,3.5669936198804284,3.544444979431078
2013-08-31,MONSOON,1.739,3.1079431818181815,2.8169570707070686,2.601196637916081,3.124535300858947,1.6860253954288225,1.8068423182845719
2013-11-30,POMKH,3.884,3.274346590909091,3.0640681818181794,3.1143179827496486,3.1517464688690557,2.87678514609314,2.7787810314873367
2014-02-28,POMRB,3.557,3.3916875,3.1518181818181796,3.291390789649789,3.1729265160672617,4.098065175296288,3.909900402881135
2014-05-31,PREMON,4.4075,3.261481481481481,3.396874999999998,3.7378344737898734,3.2086081721836095,3.5952844507487844,3.5278789898076375
2014-08-31,MONSOON,1.6975,3.1287824074074075,3.3864999999999976,2.921700684273924,3.1967531243525884,1.816293073326535,1.8911878856336113
2014-11-30,POMKH,2.883851851851852,2.9973518518518523,3.136462962962961,2.9065611513050955,3.2056596187328767,3.167119820446063,3.115042387621198
2015-02-28,POMRB,3.4955555555555566,2.846771494708995,3.1211018518518494,3.14215891300528,3.2250776027127044,4.017905957880474,3.7475857707673623
2015-05-31,PREMON,3.4175000000000004,2.693459656084656,2.8736018518518494,3.252295347803168,3.242889436594389,3.7606470905256644,3.771642945152202
2015-08-31,MONSOON,1.4828571428571429,2.5491760912698416,2.819941137566135,2.544520065824758,3.2268639883942583,1.7320881711512528,1.816321148898674
2015-11-30,POMKH,1.8719999999999999,2.5384365079365083,2.5669781746031717,2.275512039494855,3.217805050435306,3.0440266312688715,3.0319796823840264
2016-02-29,POMRB,3.353138888888889,2.706391865079365,2.531374007936505,2.7065627792524687,3.2345925387372314,3.7889255836196214,3.5928335969291414
2016-05-31,PREMON,3.474,2.9106597222222224,2.5454990079365047,3.013537667551481,3.2532632650256263,3.570115325295959,3.6315563541132057
2016-08-31,MONSOON,2.77,2.844892361111111,2.867284722222219,2.9161226005308887,3.2594638349705747,1.5759435796285794,1.742972465607419
2016-11-30,POMKH,2.219,2.8631666666666664,2.954034722222219,2.6372735603185333,3.256012777429088,2.8232559757879194,2.7668019490961795
2017-02-28,POMRB,2.48,2.867458333333333,2.735749999999997,2.57436413619112,3.2571401656793144,3.7410934950053134,3.529599138336355
2017-05-31,PREMON,4.493333333333333,2.7507083333333333,2.99058333333333,3.341951815048005,3.293227778728455,3.5253122296131147,3.5211748514622556
2017-08-31,MONSOON,1.785,2.9320833333333334,2.74433333333333,2.719171089028803,3.2818024096378684,1.8390789244704653,2.1241721683539225
2017-11-30,POMKH,2.2700000000000005,3.1479166666666667,2.75708333333333,2.5395026534172818,3.27894946685763,2.67376852644989,2.561849427562912
2018-02-28,POMRB,3.88,3.2503125,3.10708333333333,3.075701592050369,3.3041015045842346,3.487233176864146,3.2157791711622967
2018-05-31,PREMON,4.82,3.3425000000000002,3.188749999999997,3.773420955230222,3.345258726768874,3.7904566825386796,3.8639859654849795
2018-08-31,MONSOON,2.2775,,3.311874999999997,3.175052573138133,3.341718428892591,1.9241279209851623,2.0823070196193862
2018-11-30,POMKH,2.515,,3.3731249999999973,2.9110315438828795,,2.724480958897855,2.531695496573405
