Date,Season,Mangaldoi,Mangaldoi_Trend,Mangaldoi_SMA,Mangaldoi_EWMA,Mangaldoi_DES,Mangaldoi_TES,Mangaldoi_ARIMA
2014-08-31,MONSOON,1.4223333333333334,3.081125,2.928750000000001,2.60854972254622,2.8240893288117586,2.2825803518543273,1.9451075136994522
2014-11-30,POMKH,3.2197500000000003,3.143729166666667,3.0106875000000013,2.8530298335277324,2.85605205014438,3.334026289622946,3.0763249491966174
2015-02-28,POMRB,4.2475000000000005,3.0589375,3.151562500000002,3.4108179001166397,3.1598012920115526,4.1618564940169485,4.089262849132146
2015-05-31,PREMON,3.654,2.978885416666667,3.135895833333335,3.508090740069984,3.2979295110898117,4.05717794989671,4.056070950407283
2015-08-31,MONSOON,0.8066666666666666,2.961932291666667,2.981979166666668,2.427521110708657,2.709483898415718,2.280932354233763,1.856339367148414
2015-11-30,POMKH,3.1950000000000003,3.052822916666667,2.9757916666666677,2.7345126664251946,2.767905219314657,3.3727168185552996,3.0094545867485705
2016-02-29,POMRB,4.136625,3.3114895833333335,2.948072916666668,3.295357599855117,3.0740418035290955,4.211358031323639,4.102900741991991
2016-05-31,PREMON,4.492,3.54378125,3.157572916666668,3.77401455991307,3.4616260557973915,4.08024467778072,3.951204214820746
2016-08-31,MONSOON,2.0380000000000003,3.7225781250000005,3.4654062500000014,3.0796087359478417,3.187059583121841,2.246079584143992,1.7948471184009382
2016-11-30,POMKH,3.822,3.8986875000000007,3.6221562500000015,3.376565241568705,3.37610947683196,3.4079821913850217,3.26893774879938
2017-02-28,POMRB,4.94,4.1549375,3.8230000000000017,4.001939144941223,3.844095827432173,4.252194299787927,4.2547762487689464
2017-05-31,PREMON,5.0975,4.2090000000000005,3.974375000000001,4.4401634869647335,4.323361782111804,4.147391389671934,4.240702804883665
2017-08-31,MONSOON,3.4825,3.9243750000000004,4.335500000000001,4.05709809217884,4.3267350035626935,2.279708675341312,2.0226426708715546
2017-11-30,POMKH,2.81,3.72840625,4.0825000000000005,3.5582588553073045,4.1171243112718745,3.4752570889693413,3.6952340814786586
2018-02-28,POMRB,3.675,3.60028125,3.7662500000000003,3.604955313184383,4.1143069527655705,4.334271779658589,4.325327183178935
2018-05-31,PREMON,4.7947500000000005,3.6118750000000004,3.6905625000000004,4.08087318791063,4.384610818820865,4.243649568932961,4.263819824299901
2018-08-31,MONSOON,2.76025,,3.5100000000000002,3.5526239127463777,4.095623999688826,2.389630154493542,2.3076620562814685
2018-11-30,POMKH,3.625,,3.7137499999999997,3.581574347647827,,3.4841563562418467,3.4423756613483016
