Date,Season,Shahdara,Seelam Pur,Seema Puri,Shahdara_Trend,Shahdara_SMA,Shahdara_EWMA,Shahdara_DES,Shahdara_TES,Shahdara_ARIMA,Seelam Pur_Trend,Seelam Pur_SMA,Seelam Pur_EWMA,Seelam Pur_DES,Seelam Pur_TES,Seelam Pur_ARIMA,Seema Puri_Trend,Seema Puri_SMA,Seema Puri_EWMA,Seema Puri_DES,Seema Puri_TES,Seema Puri_ARIMA
2016-05-31,PREMON,5.702857142857143,9.95,11.5,5.2561309523809525,5.256130952380953,5.425678340381739,5.4341965773910905,5.629456638953871,5.462802891000862,8.702708333333334,8.679895833333328,8.820969701691457,7.737774434770405,8.031528883587193,7.806030682336809,12.581249999999999,12.581249999999999,12.83596707331953,13.13227851342754,11.667580691917259,11.5
2016-08-31,MONSOON,5.206666666666667,8.135,10.735,5.256130952380953,5.256130952380953,5.33807367089571,5.335146005295461,5.079055223965933,5.059296658651299,9.034114583333334,8.685520833333328,8.546581821014874,7.886265659603575,8.116673039427951,8.063439928680085,12.58125,12.581249999999999,11.995580243991718,12.432872820888878,10.908546346736784,10.735
2016-11-30,POMKH,5.385,8.545,11.41,5.256130952380952,5.256130952380953,5.356844202537426,5.345334120736299,5.444371130944711,5.4022216635832,12.057916666666667,8.719895833333329,8.545949092608925,8.066732257869461,8.545053950901117,8.25385391866259,12.58125,12.58125,11.76134814639503,12.028082028255712,11.589266051149046,11.41
2017-02-28,POMRB,4.73,10.763333333333335,16.68,5.256130952380952,5.256130952380953,5.106106521522456,5.084554325076188,5.079591943262609,5.0722635763432695,14.348125,9.34833333333333,9.432902788898689,8.483383175721903,8.446687360745884,8.17824949384869,12.581249999999999,12.581249999999999,13.728808887837019,13.455506500861173,16.596330388061848,16.680000000000003
2017-05-31,PREMON,5.702857142857143,31.626666666666665,11.5,5.2561309523809525,5.256130952380953,5.34480677005633,5.317298319764236,5.533825538097838,5.471300498519753,13.656979166666668,14.767499999999995,18.31040834000588,11.251217731801399,9.773380969915287,9.44942971815611,12.581249999999999,12.581249999999999,12.837285332702212,13.007118865895285,11.616309469515734,11.5
2017-08-31,MONSOON,5.206666666666667,4.78,10.735,5.256130952380953,5.256130952380953,5.289550728700465,5.263447918532061,5.027402280955164,5.05667078777706,13.191041666666667,13.928749999999996,12.898245004003527,10.658494665301737,9.749817554242144,10.085240461837198,12.58125,12.581249999999999,11.996371199621326,12.321807505718477,10.855261337669596,10.735
2017-11-30,POMKH,5.385,6.370833333333334,11.41,5.256130952380952,5.256130952380953,5.3277304372202785,5.302597582077489,5.416471979959357,5.395700725749569,11.642083333333332,13.385208333333328,10.28728033573545,10.308385088504602,9.89912074463787,9.918000194178031,12.58125,12.58125,11.761822719772795,11.935298993671937,11.53489909615565,11.41
2018-02-28,POMRB,4.73,9.21,16.68,5.256130952380952,5.256130952380953,5.088638262332168,5.060192702664612,5.064522857546751,5.053635165160615,10.496979166666668,12.996874999999994,9.85636820144127,10.31949214340737,11.048232310902208,11.023419896628763,12.581249999999999,12.581249999999999,13.729093631863677,13.382528817132993,16.682995341962375,16.680000000000003
2018-05-31,PREMON,5.702857142857143,20.788333333333334,11.5,5.2561309523809525,5.256130952380953,5.334325814542158,5.304710720485788,5.525686317501944,5.479038267044353,10.1803125,10.287291666666661,14.229154254198097,11.657738162054342,24.268552209738907,23.940775903087868,12.581249999999999,12.581249999999999,12.837456179118206,12.953845291522082,11.584561252486424,11.5
2018-08-31,MONSOON,5.206666666666667,6.4575,10.735,,5.256130952380953,5.283262155391961,5.258257273626718,5.023006067863101,5.06217602881645,,10.70666666666666,11.120492552518858,11.216228966993654,6.249881092847636,6.880515268129994,,12.581249999999999,11.996473707470923,12.286486906043837,10.821088492343286,10.735
2018-11-30,POMKH,5.385,2.16,11.41,,5.256130952380953,5.323957293235177,,5.414097466414296,5.394294099190156,,9.653958333333325,7.536295531511314,,7.571054535656046,7.842712849759913,,12.58125,11.761884224482554,,11.498574498137536,11.41
