Date,Season,Lalaurikhera,Bisalpur,Puranpur,Bilsanda,Marori,Amariya,Lalaurikhera_Trend,Lalaurikhera_SMA,Lalaurikhera_EWMA,Lalaurikhera_DES,Lalaurikhera_TES,Lalaurikhera_ARIMA,Bisalpur_Trend,Bisalpur_SMA,Bisalpur_EWMA,Bisalpur_DES,Bisalpur_TES,Bisalpur_ARIMA,Puranpur_Trend,Puranpur_SMA,Puranpur_EWMA,Puranpur_DES,Puranpur_TES,Puranpur_ARIMA,Bilsanda_Trend,Bilsanda_SMA,Bilsanda_EWMA,Bilsanda_DES,Bilsanda_TES,Bilsanda_ARIMA,Marori_Trend,Marori_SMA,Marori_EWMA,Marori_DES,Marori_TES,Marori_ARIMA,Amariya_Trend,Amariya_SMA,Amariya_EWMA,Amariya_DES,Amariya_TES,Amariya_ARIMA
1998-08-31,MONSOON,0.8099999999999999,1.8500000000000003,0.8733333333333334,2.5700000000000003,0.74,1.28,2.0420833333333333,2.3008333333333324,2.065306971136,1.9971897733819004,1.6292710279509932,1.6086434529524998,1.9175,2.2875000000000005,2.22949962752,2.4413465340778013,1.6156771517307902,1.8792052519914364,2.40125,2.4591666666666674,2.2093117689173334,2.627586245980659,1.2232942832844724,1.0342901453031506,2.335,3.0408333333333335,3.04001585408,3.6961856546906837,3.247404300863025,2.987253545541904,1.7075,1.7550000000000003,1.5679849717760002,1.2455858099925317,0.9314670173609327,0.9394553919783534,2.26875,2.2199999999999998,1.959688245248,2.4253493431199384,1.5016205546438175,1.1335397960744416
1998-11-30,POMKH,1.6233333333333333,1.31,2.2,1.48,1.71,2.9,2.0366666666666666,2.0633333333333326,1.8885175160149335,1.6810447779889646,2.1898663090105064,2.1724520529104274,2.07375,1.9550000000000005,1.861699776512,2.334746548674915,2.382358281123225,2.508378911536294,2.2864583333333335,2.4100000000000006,2.2055870613504,2.5322656149440075,2.4304903981764436,2.269834457922552,2.2675,2.6350000000000002,2.416009512448,3.6999491592898615,3.2877693402459105,2.779356787299538,1.84125,1.6725,1.6247909830656,1.269997225181938,2.289964398442601,2.2311933610536827,2.625,2.2275,2.3358129471488,2.422490898015076,2.914246348021684,2.8216402959563167
1999-02-28,POMRB,2.233333333333333,1.79,2.07,1.54,2.11,3.41,2.1991666666666667,2.020833333333332,2.0264438429422933,1.7142444913178436,2.398074605806896,2.7135606350182884,2.25875,1.8800000000000008,1.8330198659072,2.2666556354788923,2.5481820205745205,2.0302536688698885,2.35875,2.3925000000000005,2.15135223681024,2.4214932494472414,2.7048030132122327,2.3701515020664337,2.75,2.0350000000000006,2.0656057074687997,3.7037977666947897,3.6957169410983117,3.0011038733165774,1.9775,1.7425000000000002,1.81887458983936,1.3907031837020984,2.2104426936859287,2.12070138312492,2.96375,2.31,2.76548776828928,2.568913844713093,3.1111298765253124,3.0709716904419175
1999-05-31,PREMON,3.543333333333333,4.12,3.5783333333333336,4.41,3.2,4.17,2.434583333333333,2.052499999999999,2.6331996390987094,2.342735519475313,3.2033753688894597,3.1593000407719147,2.4050000000000002,2.267500000000001,2.7478119195443202,2.370569718548404,3.500825841773452,2.770332131119094,2.530833333333333,2.180416666666667,2.722144675419478,2.5946832577425933,3.938755448396577,4.018849998355895,3.3300000000000005,2.500000000000001,3.0033634244812797,3.7118651704278816,4.506113790086418,2.919279972071468,2.07875,1.9400000000000004,2.3713247539036164,1.759283857845752,2.4687299709275843,2.4934192738426963,3.0400000000000005,2.94,3.3272926609735682,2.9164673326703596,2.895586908871571,2.7482551936133826
1999-08-31,MONSOON,1.9833333333333327,1.78,2.3,4.57,1.04,1.47,2.5687499999999996,2.345833333333332,2.373253116792559,2.243872484759812,1.3202220963492894,1.4020478293273144,2.69125,2.250000000000001,2.360687151726592,2.3050226093380504,1.56268246694375,2.1479312680654274,2.565833333333333,2.537083333333334,2.5532868052516866,2.531700287572357,0.9878556031246308,0.991122533154956,4.0175,3.000000000000001,3.630018054688768,3.7201729029182142,3.278485449961436,3.700523335245882,2.185,2.015,1.8387948523421698,1.6334307534349874,0.8630621074267011,0.8107407153921388,3.11625,2.9875000000000003,2.584375596584141,2.5637473700236715,1.618869069811864,2.0170759883421816
1999-11-30,POMKH,2.333333333333333,2.55,2.15,4.12,2.22,3.32,2.588333333333333,2.523333333333332,2.3572852034088685,2.296130069993553,2.2797301591552017,2.4687193085687213,2.91,2.560000000000001,2.436412291035955,2.2979336924096807,2.3271281020399095,2.073280196956403,2.5035416666666666,2.524583333333334,2.391972083151012,2.4462436479690344,2.4212712264123217,2.281542580729601,4.47,3.660000000000001,3.8260108328132607,3.7278240794367328,3.318850491163521,3.297891016699346,2.20875,2.1425,1.991276911405302,1.7720766045421137,2.0167909965596733,1.8948513136339384,3.185,3.0925000000000002,2.878625357950485,2.7076520302719516,3.1134931900490126,2.9099409142369677
2000-02-29,POMRB,2.5966666666666662,2.84,2.4,4.4,2.45,3.6,2.423333333333333,2.6141666666666654,2.4530377887119874,2.447838495833533,2.6548186483409184,2.864396386750962,2.99625,2.8225000000000007,2.5978473746215727,2.313612056462964,2.663220934342917,2.2738282445266673,2.2312499999999997,2.607083333333334,2.395183249890607,2.4129472408935375,2.521560027626357,2.091699963826602,4.0649999999999995,4.375000000000002,4.055606499687956,3.7358912743658386,3.726798094426501,3.762272334093094,2.2175000000000002,2.2275,2.174766146843181,1.9557615691894759,2.258651038326692,2.113844558955574,3.2775,3.14,3.1671752147702907,2.9212947299380683,3.444700869572304,3.3680297575073372
2000-05-31,PREMON,3.3366666666666664,4.82,2.75,5.17,3.05,4.53,2.2125,2.5624999999999987,2.806489339893859,2.894487877649872,3.4888028577059966,3.397319744590985,3.09,2.9975000000000005,3.4867084247729436,2.4749522918466464,3.738773392669242,3.4136507794174564,2.04,2.400000000000001,2.537109949934364,2.448377932454659,3.9312595378301016,3.96371276466881,3.41875,4.565000000000002,4.501363899812773,3.7450960539242777,4.537194946028559,4.543034735377311,2.26875,2.1900000000000004,2.5248596881059084,2.2675117213425375,3.01705539651636,2.946155125288587,3.3175,3.23,3.712305128862175,3.3692687762729885,3.568843535492632,3.493367410274871
2000-08-31,MONSOON,0.8700000000000001,1.77,0.95,0.57,1.26,1.85,2.1510416666666665,2.2841666666666653,2.0318936039363154,2.225486354855367,1.4732258158118297,1.4685429850195244,3.165,2.9950000000000006,2.800025054863766,2.4133740717550527,1.8613707669333097,2.3781139942149596,1.996875,2.062500000000001,1.9022659699606184,2.1623359400953097,1.5952918315319915,1.60456209084633,3.1990625,3.565000000000002,2.9288183398876635,3.7475412068002956,3.3095666065771407,4.239344932508823,2.27125,2.245,2.018915812863545,2.1518943396118755,1.055647641480371,0.9576367367190899,3.3009375,3.3249999999999997,2.967383077317305,3.0886757410762127,1.7469814358101425,1.9501743718950695
2000-11-30,POMKH,1.7599999999999998,3.31,1.97,2.95,2.41,3.26,2.125,2.1408333333333323,1.923136162361789,2.0083443079331413,2.091959403935151,1.9933725589688436,3.025,3.1850000000000005,3.00401503291826,2.465507393485771,2.585236682951928,2.3109782354370103,2.07125,2.017500000000001,1.929359581976371,2.0796739781442066,2.131368723759262,2.161679062515992,3.111875,3.2725000000000017,2.9372910039325983,3.753481578376009,3.3499316440545606,1.7218514204205126,2.22375,2.2925,2.175349487718127,2.2846055494849975,2.2277621058265087,2.103187688967901,3.214375,3.3099999999999996,3.0844298463903828,3.1727474610804216,3.3941857218019047,3.2380755182070815
2001-02-28,POMRB,2.6783333333333332,2.68,2.235,3.8125,2.28,3.5275,2.0825,2.161249999999999,2.2252150307504066,2.2163599494675803,2.363292037143734,2.5739194319313152,2.915,3.1450000000000005,2.874409019750956,2.4719118337439947,2.98730743794982,2.7661987027797403,2.282083333333333,1.9762500000000007,2.0516157491858227,2.056409063638044,2.282888762738649,2.2285091513445527,3.119375,3.1256250000000017,3.2873746023595594,3.7606915155657763,3.757879246207759,3.3788444030726885,2.1904166666666667,2.25,2.2172096926308758,2.371641503593762,2.463346066804265,2.3290340034984123,3.1031249999999995,3.2918749999999997,3.2616579078342296,3.3136608892593333,3.6745499730608233,3.4827258896511877
2001-05-31,PREMON,3.046666666666667,3.86,3.51,5.06,2.84,3.91,2.1508333333333334,2.088749999999999,2.553795685116911,2.567035228967316,3.2977034922883823,3.4051539675908855,2.88375,2.9050000000000002,3.2686454118505734,2.565140152452313,3.999222582154665,3.806334250753046,2.405833333333333,2.1662500000000007,2.6349694495114937,2.2733748829101206,3.2315964366302707,3.1305276002124494,3.126875,3.098125000000002,3.9964247614157355,3.769739746172686,4.5682760972382574,4.406259443970894,2.1774999999999998,2.1975,2.466325815578525,2.57052682403574,3.111064638297418,3.0126312794104426,3.1306249999999998,3.136875,3.5209947447005376,3.5373370856297095,4.061873493229283,3.9668626028871836
2001-08-31,MONSOON,0.82,1.85,1.8766666666666667,0.74,1.2033333333333334,1.58,2.2739583333333333,2.076249999999999,1.8602774110701465,1.9456187492576846,1.2555120408790372,1.219517411754541,2.91,2.9250000000000003,2.701187247110344,2.5110744615144656,1.9613814646535372,2.1139911111235943,2.4499999999999997,2.3979166666666676,2.3316483363735627,2.1890360091465015,1.2685642045268017,1.5902747698154043,3.2115625000000003,3.1406250000000018,2.693854856849441,3.7724398721854553,3.3406477576563476,3.4608596572421275,2.202916666666667,2.183333333333333,1.9611288226804484,2.3779970405822883,1.232656700125153,1.1511941650130437,3.2221875,3.069375,2.744596846820323,3.135606722285938,1.8237159850136786,1.7865845612771194
2001-11-30,POMKH,2.356666666666667,2.98,2.033333333333333,2.84,2.3633333333333337,3.75,2.3954166666666667,2.225416666666666,2.0588331133087547,2.0458366027293446,1.9193778265352308,1.91167071964985,2.99125,2.8425000000000002,2.8127123482662064,2.5402695502207604,2.682616803226494,2.5931897083545006,2.4458333333333333,2.4137500000000007,2.212322335157471,2.1394044692158105,2.1478385751392026,2.044880076414287,3.3074999999999997,3.113125000000002,2.7523129141096643,3.7782237472267113,3.38101279526222,2.0337120529586534,2.2624999999999997,2.1716666666666664,2.1220106269416026,2.4374644503181333,2.3788615595037026,2.2995931690778493,3.2712499999999998,3.191875,3.1467581080921936,3.304203288575359,3.35214469217489,3.1584970462025197
2002-02-28,POMRB,3.0666666666666664,3.22,2.525,4.6,2.53,3.77,2.5733333333333337,2.3224999999999993,2.4619665346519195,2.450604645452288,2.3977170907225895,2.8176284523839294,3.17,2.9775000000000005,2.975627408959724,2.5870947028787175,3.028504783443427,2.7162728807583436,2.378958333333333,2.486250000000001,2.3373934010944826,2.1845987176064683,2.3600960503325026,2.3011978029394524,3.76875,3.3100000000000023,3.4913877484657982,3.786597052363394,3.7889603972850803,3.4069048800282644,2.301041666666667,2.2341666666666664,2.2852063761649615,2.522193742663153,2.3911655310583892,2.2976487209980045,3.33,3.2525000000000004,3.396054864855316,3.4646800962383844,3.678288732449932,3.6608847080153892
2002-05-31,PREMON,3.63,3.97,3.186666666666666,5.04,3.0666666666666664,4.06,2.649166666666667,2.468333333333333,2.9291799207911513,3.0614737020309555,3.4273661494072423,3.4848878196366577,3.31625,3.005000000000001,3.3733764453758344,2.6888122956065255,4.105991805812766,4.023813315014328,2.3720833333333333,2.4054166666666674,2.677102707323356,2.352715012053962,3.4789704155631602,3.1265311120446926,4.45625,3.3050000000000024,4.110832649079478,3.7956229378492785,4.599357249014513,4.861741411023996,2.320208333333333,2.290833333333333,2.597790492365643,2.7154576512766977,3.0045804942875796,2.902134866999839,3.28,3.29,3.661632918913189,3.6837104863896895,4.08650047214436,4.015442413456484
2002-08-31,MONSOON,1.66,3.17,1.665,4.45,1.285,1.9,2.5887499999999997,2.678333333333333,2.4215079524746908,2.710437279158687,1.507258613170098,1.3769400889898744,3.25375,3.335000000000001,3.292025867225501,2.731169523145819,2.0685754015151745,2.1834182423046666,2.4122916666666665,2.3525000000000005,2.2722616243940137,2.2371836368100935,1.5987419076462959,1.4227789225765113,4.69375,4.232500000000003,4.246499589447687,3.803787474622676,3.3717289093852814,2.991470996650673,2.3447916666666666,2.31125,2.072674295419386,2.4901688450429313,1.2839723053106438,1.1845669759262212,3.135,3.37,2.9569797513479132,3.3216864317024735,1.8269674980014754,1.8188958698338964
2002-11-30,POMKH,2.123333333333333,2.83,2.19,4.63,2.435,3.03,2.5275,2.619999999999999,2.302238104818148,2.556840186633046,2.3294248718209603,2.327044499847938,3.17625,3.2975000000000003,3.1072155203353007,2.7478626595816102,2.9492444774406152,3.141465405405667,2.460208333333333,2.391666666666667,2.2393569746364084,2.221664563621398,2.1147779268837654,1.9914709985218955,4.702500000000001,4.680000000000002,4.399899753668612,3.812221687936624,3.4120939503904903,3.7941442775011147,2.361458333333333,2.3291666666666666,2.2176045772516315,2.5186424305285287,2.4402685850291923,2.3403914502511487,3.01625,3.1900000000000004,2.986187850808748,3.2608365760745635,3.617772038564247,3.54090212523365
2003-02-28,POMRB,2.8166666666666664,2.87,2.69,4.71,2.655,3.33,2.4408333333333334,2.557499999999999,2.5080095295575555,2.699207860069954,2.634628864823547,2.76952978335199,2.8925,3.2100000000000004,3.0123293122011807,2.7667949924017767,3.2403631839862133,2.916823486689451,2.576875,2.432916666666667,2.419614184781845,2.2993257601447556,2.4648086888802654,2.371929098916092,4.56625,4.707500000000003,4.523939852201168,3.820778965774781,3.8200415540386135,4.365041598431287,2.365625,2.3604166666666666,2.392562746350979,2.5884704636253235,2.5429604904479035,2.446367907690574,2.90875,3.080000000000001,3.1237127104852487,3.2790373276210913,3.7396053142576826,3.4974919814115646
2003-05-31,PREMON,3.39,3.7,3.405,5.0,3.075,3.55,2.40875,2.4974999999999996,2.860805717734533,3.0601918406324655,3.5332487443103524,3.4091909031150776,2.62,3.1425000000000005,3.287397587320709,2.846055339375846,4.243989110676532,4.0414726524168465,2.64,2.4875000000000003,2.813768510869107,2.50761401860666,3.3983446066434193,3.3231768146177654,4.16875,4.697500000000003,4.714363911320701,3.8297684326278216,4.630438405840952,4.934529868474832,2.371875,2.3625,2.665537647810588,2.743274242011501,3.1110343041233772,3.00744539309901,2.9162500000000002,2.9525000000000015,3.294227626291149,3.3520215021329007,4.057480356427082,3.886148946032645
2003-08-31,MONSOON,1.2066666666666668,1.17,2.38,3.4,1.31,1.55,2.3795833333333336,2.3841666666666663,2.1991500973073865,2.4392383978126,1.5200633351635022,1.3308258145165528,2.56625,2.6425000000000005,2.4404385523924255,2.7384925429839266,2.152937968691283,2.350651467802427,2.6087499999999997,2.6662500000000007,2.6402611065214643,2.5181583437682784,1.7046954747803833,1.7567613484620281,3.8600000000000003,4.435000000000003,4.1886183467924205,3.836410666565247,3.4028100661460674,3.183929433045603,2.369375,2.36875,2.123322588686353,2.4913542006529603,1.3501420764555983,1.248850321907714,2.995,2.8650000000000015,2.5965365757746897,2.915684361626943,1.7883956952305238,1.7507055189394272
2003-11-30,POMKH,2.3200000000000003,2.65,1.98,2.5,2.46,3.44,2.2970833333333336,2.433333333333333,2.247490058384432,2.3554707952333085,2.2167906745712194,2.1085636449804,2.5349999999999997,2.5975000000000006,2.5242631314354553,2.739244007516719,2.75959974516991,2.5541629333237257,2.590625,2.613750000000001,2.3761566639128784,2.450086188044801,2.2995009752811706,2.102606448291436,3.72375,3.9025000000000034,3.513171008075452,3.8417309075281008,3.4431751061523825,3.446910361673899,2.393125,2.3749999999999996,2.2579935532118114,2.4985342783099482,2.500716249674605,2.4009467724910225,3.0100000000000002,2.9675000000000016,2.9339219454648138,2.9917347268160395,3.310363385885739,3.1644654129957184
2004-02-29,POMRB,2.3866666666666663,2.62,2.65,4.37,2.61,3.55,2.3462500000000004,2.325833333333333,2.3031607016973257,2.3229690000143264,2.605228305727863,2.8508267736892665,2.64125,2.535,2.5625578788612735,2.737327015749816,3.0519863343087534,2.7791035782982614,2.508125,2.603750000000001,2.485693998347727,2.5039716439557416,2.6776382451865066,2.59577540365815,3.73,3.8175000000000034,3.8559026048452716,3.849801340008167,3.8511227078036927,3.472764814192293,2.506666666666667,2.3637499999999996,2.398796131927087,2.5362816529782544,2.66939918695962,2.579905079094062,3.08125,3.0225000000000013,3.180353167278888,3.0994118110836215,3.5647322664822685,3.5292038739047316
2004-05-31,PREMON,3.16,3.7,3.3,4.25,3.31,3.45,2.464166666666667,2.268333333333333,2.6458964210183957,2.632271399793919,3.396045871368233,3.2265355357119962,2.6700000000000004,2.535,3.0175347273167645,2.814306409995496,4.047511370451786,3.8356835722599696,2.51875,2.577500000000001,2.8114163990086363,2.67434084633974,3.4962553268078254,3.28119815589445,3.8850000000000002,3.6300000000000034,4.013541562907163,3.8576998405598784,4.661519559263138,4.791525738348952,2.6445833333333333,2.4224999999999994,2.763277679156252,2.7263413699979795,3.1423078605036086,3.050684431834496,3.11,2.9975000000000014,3.2882119003673327,3.179022897832448,3.8845963100258487,3.7787936715553654
2004-08-31,MONSOON,1.83,2.02,1.825,4.2,1.9833333333333327,2.22,2.5725000000000002,2.4241666666666664,2.3195378526110373,2.3467154979462705,1.3578885224675856,1.2140828178976837,2.59875,2.7475,2.6185208363900587,2.767117793519277,1.9822889090384213,2.103977207383476,2.60875,2.4387500000000006,2.416849839405182,2.562940855074581,2.0642452547473114,2.024484323492506,3.7912500000000002,3.830000000000003,4.088124937744298,3.86552903253235,3.433891218846534,2.879139569258576,2.7095833333333332,2.5908333333333324,2.4512999408270844,2.6086659056945085,1.3898232066087588,1.2879898183978653,3.01125,3.1650000000000014,2.8609271402204,2.942689310547082,1.7198712106682628,1.679901136257311
2004-11-30,POMKH,2.64,2.03,2.62,2.94,2.89,3.0,2.69625,2.5041666666666664,2.4477227115666222,2.436296665294267,2.265998072728102,2.386321465500097,2.58625,2.5925,2.3831125018340353,2.7203296074463243,2.7231237401239765,2.7461017795520646,2.61875,2.598750000000001,2.498109903643109,2.596380438661801,2.1352449742980877,2.069171634848769,3.73875,3.940000000000003,3.628874962646578,3.871508836152999,3.4742562595632775,3.6739796204797406,2.8016666666666663,2.6983333333333324,2.626779964496251,2.691587093348781,2.575197743540333,2.4387444136712677,2.98,3.0550000000000015,2.9165562841322403,2.923100410169562,3.445136851369839,3.4884529799191495
2005-02-28,POMRB,2.9333333333333336,2.67,2.73,3.18,2.7,3.2,2.75125,2.640833333333333,2.641966960273307,2.6427227516454974,2.7273066707838676,2.9087693031530675,2.535,2.6049999999999995,2.497867501100421,2.720341305738156,2.9388011057640893,2.5518650393804454,2.549375,2.618750000000001,2.5908659421858653,2.6457311719909917,2.72116985585879,2.6540508809033048,3.91625,3.6425000000000027,3.449324977587947,3.877842247534467,3.88220386159248,3.7748296367268357,2.8908333333333336,2.7208333333333323,2.6560679786977506,2.7245315300887953,2.754567284663217,2.5991676456428823,2.90875,2.967500000000001,3.029933770479344,2.961838562318163,3.5927322604428733,3.3992801253353946
2005-05-31,PREMON,3.603333333333333,3.55,3.3,5.02,3.9566666666666666,3.55,2.6858333333333335,2.7516666666666665,3.0265135094973177,3.1110987736447666,3.632382012078841,3.4388841628427587,2.4637499999999997,2.5675,2.9187205006602523,2.7846747053002416,3.95577823689577,3.7746753440813166,2.44,2.6187500000000004,2.874519565311519,2.7958409672040845,3.473272645904387,3.331440255442752,4.11125,3.8350000000000026,4.077594986552768,3.886883540991319,4.692600711923632,4.201517051258837,2.9091666666666667,2.882499999999999,3.176307453885317,3.0340959547697106,3.3619337787967223,3.216662053259232,2.71875,2.9925000000000015,3.237960262287606,3.092401348654066,3.7247057919548308,3.502993336735248
2005-08-31,MONSOON,1.8266666666666669,1.76,1.27,4.85,2.05,1.55,2.5783333333333336,2.750833333333333,2.5465747723650574,2.73941007920092,1.6499281278126758,1.4934579997700155,2.45,2.5025,2.4552323003961516,2.7171443319314,1.8828960972046065,2.0037892493401954,2.395,2.4800000000000004,2.232711739186912,2.563063701800347,2.026479033412556,2.0800610511029047,4.37125,3.997500000000003,4.386556991931661,3.8956810910095716,3.464972372189822,3.375623478191372,2.9916666666666667,2.8991666666666656,2.72578447233119,2.8969191369248986,1.8822506560375372,1.7330516536689538,2.65,2.8250000000000015,2.5627761573725634,2.7124134501987536,1.9231329973534863,2.0064386312745395
2005-11-30,POMKH,2.12,1.72,2.3,3.85,2.97,2.15,2.525,2.6208333333333327,2.3759448634190345,2.5176231279800216,2.4785520801232477,2.4326074937873585,2.4987500000000002,2.4250000000000003,2.161139380237691,2.646871542827733,2.6026177387427363,2.5239001101691745,2.39,2.4000000000000004,2.259627043512147,2.523093209349971,2.3430424454871757,2.298989714892109,4.5337499999999995,4.225000000000003,4.171934195158997,3.903013469202226,3.5053374134783835,3.8768736283858383,3.097083333333333,2.9191666666666656,2.823470683398714,2.9594174585580317,2.8868276652814204,2.7275752362991823,2.72625,2.6125000000000016,2.397665694423538,2.518844422056692,3.2232801324498377,3.027758060155006
