Date,Season,Rupnagar,Nurpur Bedi,Morinda,Chamkaur Sahib,Anandpur Sahib,Rupnagar_Trend,Rupnagar_SMA,Rupnagar_EWMA,Rupnagar_DES,Rupnagar_TES,Rupnagar_ARIMA,Nurpur Bedi_Trend,Nurpur Bedi_SMA,Nurpur Bedi_EWMA,Nurpur Bedi_DES,Nurpur Bedi_TES,Nurpur Bedi_ARIMA,Morinda_Trend,Morinda_SMA,Morinda_EWMA,Morinda_DES,Morinda_TES,Morinda_ARIMA,Chamkaur Sahib_Trend,Chamkaur Sahib_SMA,Chamkaur Sahib_EWMA,Chamkaur Sahib_DES,Chamkaur Sahib_TES,Chamkaur Sahib_ARIMA,Anandpur Sahib_Trend,Anandpur Sahib_SMA,Anandpur Sahib_EWMA,Anandpur Sahib_DES,Anandpur Sahib_TES,Anandpur Sahib_ARIMA
1998-08-31,MONSOON,4.731428571428571,2.8366666666666664,16.88,6.9099999999999975,1.35,4.77703125,5.75672619047619,5.404528113298285,5.50664828915639,5.331745017932803,5.641342910633324,3.035,3.1750000000000007,3.4100678437546668,3.4205452755900376,3.2106700487336264,3.0090643387597353,16.049375,16.23375,16.994483121152,16.730095613190507,17.852279089615987,15.02130326041052,7.124999999999999,7.229374999999999,7.488173392383999,7.644278095014231,8.83935235747229,8.017558474547318,2.6650625000000003,2.770625,2.6323056,3.2872734464821196,2.531158280305018,2.920289665133426
1998-11-30,POMKH,3.8175,2.1666666666666665,12.93,6.5,1.9125,4.568616071428571,4.9140178571428565,4.769716867978971,5.091899368419496,5.176996936092958,5.643329431003527,3.0349999999999997,3.0641666666666674,2.9127073729194666,2.8844991358978858,2.7906449924877315,2.4983886732524,15.458125,15.581250000000002,15.368689872691201,16.5063201071721,15.554891188592103,16.699183313783585,6.967812499999999,7.121874999999999,7.092904035430399,7.257929349317196,6.878488975135531,6.5771537699564915,2.8143749999999996,2.5032499999999995,2.34438336,3.1536290673429574,2.8254783160575183,2.392887596966217
1999-02-28,POMRB,4.12125,2.643333333333333,14.3,6.57,3.8225,4.476227678571428,4.640044642857141,4.5103301207873825,4.848198420327599,5.005596085899238,4.897276386444993,3.0233333333333334,3.005833333333334,2.8049577570850133,2.7965257209315664,3.058763918174174,2.8503743399739943,13.955625000000001,16.517500000000005,14.94121392361472,16.432648716998678,13.767863011674624,13.120509796322434,6.8515625,7.128124999999999,6.88374242125824,7.04063351105028,6.033837952598533,6.799725524921846,3.0228124999999997,2.8268749999999994,2.935630016,3.243006207272307,3.284321346307099,3.097740218949305
1999-05-31,PREMON,5.3185714285714285,4.61,13.485,7.25,4.1225,4.519799107142858,4.497187499999999,4.833626643901001,4.945912973653336,5.434923667513984,4.8434148623066315,3.1104166666666666,3.0641666666666674,3.526974654251008,3.6244147631744785,3.8212765996425024,3.3299280610475313,13.826875000000001,14.398750000000005,14.358728354168832,16.287685899123876,20.24767511109445,18.9377244181962,6.96375,6.807499999999999,7.030245452754944,7.158788421651741,8.345853650301187,7.54617836362862,3.4056249999999997,2.801874999999999,3.4103780096,3.3558970338847702,4.002422097902443,4.164011427016024
1999-08-31,MONSOON,4.5637500000000015,2.51,13.335,7.2625,3.1175,4.702455357142858,4.455267857142857,4.725675986340601,4.841769135318745,4.369970894582038,4.535347974458375,3.4225,2.982500000000001,3.1201847925506048,3.1519607344535934,3.1645262310647304,2.948528724409074,14.328125,13.512500000000006,13.9492370125013,16.141042382441874,17.319834751927708,17.120614223003727,7.1925,6.895625000000001,7.123147271652966,7.237965269735862,7.985885445836061,6.584402667131756,3.6153125,3.243749999999999,3.29322680576,3.3469970654280523,2.212091650538523,2.105961787663347
1999-11-30,POMKH,4.33375,3.19,15.445,7.045,3.2075000000000005,4.932366071428572,4.584330357142858,4.568905591804361,4.7081561648441355,4.473198693185766,4.6545260324949105,3.7066666666666666,3.238333333333334,3.148110875530363,3.1903422245797515,2.5794448490742212,2.230259849792121,14.91125,14.141250000000008,14.547542207500781,16.20834230613977,13.972790372174778,12.829019581474741,7.686041666666665,7.031875000000001,7.09188836299178,7.206271803424954,6.563445420985719,6.909575381592441,3.608229166666667,3.5674999999999994,3.258936083456,3.348877519288906,2.9154217493192913,3.0935243247808746
2000-02-29,POMRB,5.06625,4.116666666666667,15.795,7.854999999999999,4.205,5.099099702380952,4.820580357142858,4.767843355082617,4.7797119440810745,4.698151937300393,4.466740676076072,3.9970833333333338,3.606666666666668,3.5355331919848845,3.6251988647457836,3.5739486678136236,3.346865334296088,15.71875,14.515000000000008,15.046525324500468,16.303153341181975,14.081785887458688,13.503684869930275,8.3403125,7.353125,7.397133017795067,7.490210500866198,6.1027746996835965,6.667166474806786,3.567708333333334,3.6631249999999995,3.6373616500736,3.4597525164035456,3.8021873165245115,3.5984564266072776
2000-05-31,PREMON,6.2128571428571435,5.41,16.655,9.913333333333334,3.6833333333333336,5.238757440476191,5.044151785714287,5.345848870192428,5.105269329319517,5.5343579933364655,4.996780409616922,4.296250000000001,3.8066666666666684,4.2853199151909305,4.445928392757799,4.900224640976585,4.648171870574515,16.278125,15.307500000000008,15.689915194700282,16.471705806339827,16.881662059719325,13.927678702810853,8.967708333333334,8.018958333333334,8.403613144010373,8.441513850574735,8.957721429095306,7.456632895235716,3.7730208333333333,3.5533333333333337,3.6557503233774935,3.5019548495197808,4.434493476992438,4.324315794786622
2000-08-31,MONSOON,5.003333333333334,4.033333333333334,16.625,9.833333333333334,3.2325,5.371436011904763,5.15404761904762,5.20884265544879,5.0669425052543415,4.727626651651013,4.8885948005087085,4.404166666666667,4.187500000000002,4.184525282447892,4.292098254120031,4.0793445447960694,3.804410272678023,16.636875,16.13000000000001,16.06394911682017,16.62272323063089,15.815109140964768,13.884105294425193,9.4725,8.661666666666667,8.975501219739558,9.011214015315213,9.513663073382125,8.35376675147931,3.9945833333333334,3.5820833333333333,3.4864501940264963,3.4904035734789707,2.6060856666474344,2.273911276912794
2000-11-30,POMKH,5.0114285714285725,4.06,16.63,9.493333333333334,4.734999999999999,5.427328869047619,5.323467261904762,5.129877021840703,5.039699177459854,4.857470062030538,4.9905563113559746,4.454166666666667,4.405000000000001,4.134715169468735,4.217732539753199,3.852306201597427,3.687319800696609,17.028125,16.42625000000001,16.290369470092102,16.76106931647893,15.594808380555785,15.648693496216435,9.724166666666669,9.27375,9.182634065177067,9.242791262973766,8.556912073442923,8.843621747390143,4.214479166666666,3.9639583333333333,3.9858701164158976,3.6445278390389464,3.169324635263362,3.3321774720195116
2001-02-28,POMRB,5.45,4.109999999999999,17.48,9.445,4.45,5.43233630952381,5.419404761904762,5.257926213104422,5.1226758469517275,5.177741789578203,5.026090520089966,4.467083333333332,4.403333333333334,4.12482910168124,4.198334184320839,4.609771166406031,4.517337986392651,17.3875,16.84750000000001,16.76622168205526,16.9684130902338,15.799174549510804,16.223457282079103,10.138541666666667,9.67125,9.28758043910624,9.370646190016124,8.299323910347642,9.192251986104289,4.4425,4.0252083333333335,4.171522069849539,3.751373376733812,4.297909642178795,4.505233321004366
