Date,Season,Baidhan,Deosar,Baidhan_Trend,Baidhan_SMA,Baidhan_EWMA,Baidhan_DES,Baidhan_TES,Baidhan_ARIMA,Deosar_Trend,Deosar_SMA,Deosar_EWMA,Deosar_DES,Deosar_TES,Deosar_ARIMA
2015-05-31,PREMON,9.32625,9.893846153846154,7.834114583333333,7.452738095238095,7.789893385128068,7.276694656371587,8.54160923393913,7.964953744459567,8.660576923076922,8.395769230769233,8.85059839030079,8.564270729615304,10.556988271026892,10.294631927676424
2015-08-31,MONSOON,6.205000000000001,8.064615384615385,8.598125,7.567916666666665,7.155936031076841,7.0644549357148625,6.4424531103670875,7.115470244364645,9.054423076923076,8.467500000000003,8.536205188026628,8.455341135135287,6.935620207240785,7.275496359426027
2015-11-30,POMKH,10.05125,9.034615384615384,9.309084821428572,8.100312499999998,8.314061618646104,7.703329964038414,6.975965197369117,6.972270513885743,9.378461538461536,8.853653846153849,8.73556926666213,8.643493333349,6.968022730542223,7.894805250597262
2016-02-29,POMRB,10.80125,10.027692307692307,9.438794642857143,9.095937499999996,9.308936971187663,8.366625987429032,8.829094078937203,8.254435781398854,9.100576923076922,9.25519230769231,9.252418483074202,9.114578639268437,8.842727610363152,9.250169238833404
2016-05-31,PREMON,11.031428571428574,10.88,9.061607142857143,9.522232142857138,9.997933611284028,8.94020173914961,11.314650433389847,10.476733066406396,8.444326923076922,9.501730769230772,9.90345108984452,9.797416162176205,10.69425763729857,10.709625265661678
2016-08-31,MONSOON,5.5375000000000005,4.855384615384615,8.204888392857145,9.35535714285714,8.213760166770417,8.241791820477378,8.705613030423388,7.826094579521431,7.924903846153846,8.699423076923079,7.884224500060558,8.56323927211399,7.37362837901584,8.025626050127208
2016-11-30,POMKH,7.70125,6.993846153846152,7.394709821428571,8.767857142857139,8.00875610006225,8.142661191514016,7.839798469481381,7.6121997565169135,7.630192307692307,8.18923076923077,7.528073161574795,8.06175775444291,7.190107319861388,7.232106615031168
2017-02-28,POMRB,6.2975,7.913076923076921,7.151093750000001,7.641919642857139,7.32425366003735,7.769646086694628,8.158391555982595,7.865771317186365,7.773461538461538,7.660576923076924,7.682074666175646,7.899049281570734,8.760760266811873,8.769936693065647
2017-05-31,PREMON,9.05375,10.636923076923075,7.0640625,7.147499999999995,8.016052196022411,8.05251333335242,8.8137507389665,8.204964979777216,8.104903846153846,7.599807692307692,8.864014030474618,8.601323633308235,10.300235728546584,9.914111809218664
2017-08-31,MONSOON,5.566250000000001,6.2446153846153845,7.19328125,7.154687499999994,7.036131317613447,7.544837066704815,6.454540088660251,6.122887815148377,8.356826923076923,7.947115384615385,7.816254572130925,7.93349573265166,6.681097938425026,6.861023559044709
2017-11-30,POMKH,6.976249999999999,8.256153846153849,7.5367299107142856,6.973437499999994,7.0121787905680675,7.438615192883395,6.677291614425082,7.5819546082183775,8.466153846153848,8.26269230769231,7.992214281740094,7.935657930208431,6.918852066870084,7.5683404976521835
2018-02-28,POMRB,8.05625,8.666153846153845,7.586272321428573,7.413124999999994,7.42980727434084,7.581081957420326,7.204784748490354,6.955511477413451,8.4,8.450961538461542,8.261790107505593,8.079557889255742,8.559100871567345,8.861956434372829
2018-05-31,PREMON,10.042589285714287,10.758461538461539,7.557522321428572,7.660334821428565,8.474920078890218,8.110645070959174,9.155235573804735,9.323686355323488,8.239759615384616,8.481346153846157,9.260458679887972,8.864223112798557,10.319058951198647,10.34505964310228
2018-08-31,MONSOON,4.973750000000001,5.593846153846153,,7.5122098214285655,7.074452047334131,7.466565158798056,7.10512265572906,6.578425979042468,,8.318653846153849,7.793813669471243,8.01538549422719,6.638359191438181,6.788553473306954
2018-11-30,POMKH,7.338749999999999,7.625,,7.602834821428566,7.180171228400479,,6.734329174412628,7.012712370925896,,8.160865384615386,7.726288201682745,,7.016941575093754,7.57076666861343
