Date,Season,Deodrug,Sindhnur,Raichur,Lingsugur,Manvi,Deodrug_Trend,Deodrug_SMA,Deodrug_EWMA,Deodrug_DES,Deodrug_TES,Deodrug_ARIMA,Sindhnur_Trend,Sindhnur_SMA,Sindhnur_EWMA,Sindhnur_DES,Sindhnur_TES,Sindhnur_ARIMA,Raichur_Trend,Raichur_SMA,Raichur_EWMA,Raichur_DES,Raichur_TES,Raichur_ARIMA,Lingsugur_Trend,Lingsugur_SMA,Lingsugur_EWMA,Lingsugur_DES,Lingsugur_TES,Lingsugur_ARIMA,Manvi_Trend,Manvi_SMA,Manvi_EWMA,Manvi_DES,Manvi_TES,Manvi_ARIMA
2002-02-28,POMRB,3.594,3.291428571428572,3.22,4.087999999999999,3.5430769230769226,4.747999999999999,4.534500000000001,3.9970428985264768,4.115424116204249,4.118266611405296,4.193111053247485,4.222455357142857,3.998571428571429,3.634574681046813,3.937931488185889,3.7591244968907533,3.8031883388553527,4.009791666666667,4.077916666666663,3.740328591531308,4.111551253727011,3.7090636543308317,3.663345505167532,4.9295,4.930999999999999,4.5557941030592755,4.724354529154627,4.7370531867936165,4.155370351035126,4.4723317307692305,4.620576923076924,4.134036727392738,5.103634147733584,3.9629828562659224,4.049960018590601
2002-05-31,PREMON,6.13,5.532857142857141,4.5950000000000015,6.080000000000001,5.4923076923076914,5.1245,4.711000000000001,4.850225739115886,4.447181391900049,5.810951387797386,4.954026916404443,4.437946428571427,4.209285714285714,4.3938876657709445,4.263175679028638,4.960196052386189,4.1315489655501905,4.025833333333334,4.025416666666664,4.082197154918785,4.202605988442962,4.499884771209955,4.123580254564437,5.033375,4.8365,5.165476461835565,5.0735303572405455,5.647139998800595,4.9562160968262745,4.697067307692308,4.55,4.67734511335872,5.113353825387374,5.211967212552935,4.586760029317334
2002-08-31,MONSOON,6.69,5.5124999999999975,4.925,6.024,5.5825000000000005,5.795583333333333,4.785000000000002,5.586135443469532,4.817586873988147,4.696345857871998,4.857139724929342,4.827232142857142,4.235624999999999,4.841332599462566,4.519963448257295,4.479892406107578,5.387734558446059,4.024375000000001,3.994166666666664,4.419318292951271,4.337573516506629,4.252308960357939,4.6241724846983,5.07825,5.022500000000001,5.508885877101339,5.315206398797586,5.393691485786545,5.67755659661635,5.213701923076923,4.394663461538462,5.039407068015231,5.123092015019197,5.317473537699045,5.903725824677259
2002-11-30,POMKH,5.4419999999999975,4.224285714285714,3.49,3.985,5.380000000000001,6.304666666666666,5.464000000000001,5.528481266081718,4.89245932289797,3.8856346588486637,4.248820787217949,5.161339285714285,4.640267857142856,4.594513845391825,4.468666414063711,3.697935322041321,2.575467372736231,3.7418750000000003,4.0574999999999966,4.047590975770762,4.254280102791799,3.100570599658826,3.239496474725969,5.06475,5.044250000000001,4.899331526260804,4.954853046117019,4.459060903233608,4.488103164873553,5.558269230769231,4.999471153846155,5.17564424080914,5.132848747403336,3.826832313698658,3.802187039222835
2003-02-28,POMRB,6.246666666666666,4.7871428571428565,2.955,4.359999999999999,5.256923076923077,6.355291666666665,6.1271666666666675,5.815755426315697,5.098688521524788,5.06534364702633,5.0802654417685815,5.342812499999999,5.014196428571427,4.6715654500922374,4.539923290048556,4.287739018780941,3.631108533231503,3.1881250000000003,3.991249999999997,3.6105545854624577,4.091053306586468,3.712788453667494,3.7467855674800745,4.952999999999999,5.112250000000001,4.683598915756482,4.789113921723054,4.745916040202033,4.382543936750507,5.775111451048951,5.427932692307694,5.208155775254715,5.142624059069326,4.806907020841455,5.26022328219565
2003-05-31,PREMON,7.55,6.710000000000001,2.6,5.7,6.535000000000001,6.379104166666666,6.482166666666667,6.509453255789418,5.501647827475008,7.24096434036224,6.496528290731643,5.528392857142857,5.308482142857143,5.486939270055343,4.981052550457667,5.759054701164782,5.6812081801953,2.66,3.492499999999996,3.2063327512774746,3.879633289754921,4.50843091094119,4.005706804778215,5.1990625,5.017250000000001,5.09015934945389,5.020855330345053,5.74723285265806,5.239960749682021,5.8932837995338,5.688605769230771,5.738893465152829,5.1524180068504135,6.467545616037319,5.674122296185976
2003-08-31,MONSOON,5.675,5.7871428571428565,2.49,5.51,6.274545454545455,7.058958333333333,6.228416666666667,6.175671953473651,5.489569049852595,6.123523653424275,6.460749561778027,5.654791666666666,5.377142857142857,5.607020704890348,5.1505604060709,5.384457921363834,5.61375915521436,2.709375,2.8837499999999965,2.919799650766485,3.6609671906799615,4.259168540564522,3.8537535191732393,5.832625,4.88875,5.258095609672334,5.140936505962075,5.3273355054892875,5.638816741929016,5.868835081585082,5.861617132867136,5.95315426090988,5.1622306026849625,6.472312490365082,6.407249732519344
2003-11-30,POMKH,6.6475,5.434285714285713,1.7,6.467499999999999,5.633333333333333,7.577708333333334,6.529791666666668,6.36440317208419,5.655598627902813,4.621312370474475,5.111200017604628,5.530940476190476,5.679642857142857,5.537926708648494,5.216046561487149,4.426476702956208,4.129857398834302,3.4712500000000004,2.4362499999999963,2.4318797904598908,3.3418342340326297,3.0955333380196106,2.548140915294755,6.300875,5.509375,5.7418573658034,5.481698823988504,4.237506142955619,4.10394363633339,5.800308982683983,5.924950466200469,5.8252258898792615,5.172061876258225,4.762673579278031,4.452370551773553
2004-02-29,POMRB,10.48,4.588333333333333,5.1400000000000015,6.9460000000000015,4.808,8.051666666666666,7.5881250000000025,8.010641903250514,6.483220094172312,5.9340510473315025,6.06883320305684,5.334485119047618,5.629940476190476,5.15808935852243,5.0996377417058625,5.150818085479598,4.921707131327362,4.215,2.982499999999997,3.515127874275935,3.538764569529685,3.689674944371236,3.1718969404153525,6.648125,6.155875000000001,6.22351441948204,5.858186563324636,5.461860679722827,5.254672556198083,5.918267586580087,5.8127196969697,5.418335533927557,5.18191186032226,5.419779920056578,5.388322812928978
2004-05-31,PREMON,7.466666666666666,5.917999999999998,6.51,6.859999999999999,6.435714285714287,8.448854166666667,7.5672916666666685,7.793051808616974,6.609860422185673,9.062362048189893,8.417009508737937,5.186744047619047,5.4319404761904755,5.462053615113458,5.271799474085056,6.325402069927674,6.258262607273167,4.701875,3.959999999999997,4.7130767245655605,3.9373432438985505,4.482015011314196,5.0178449276471015,6.9066875,6.445875000000001,6.478108651689224,6.112008065632352,7.111528185294347,7.027753221123863,5.997220238095238,5.787898268398272,5.825287034642249,5.19178062806345,6.577967928597297,5.568651115354074
2004-08-31,MONSOON,9.55,5.0075,4.53,7.127999999999999,7.3175,7.9991666666666665,8.53604166666667,8.495831085170185,7.089273702755595,7.405598762700809,7.683594777833962,5.057708333333333,5.237029761904761,5.280232169068075,5.228057133084977,5.571231835129789,5.259504150183327,4.779999999999999,4.469999999999997,4.639846034739337,4.0367545859837115,4.248720627450302,4.900606377641545,6.976937499999999,6.850375000000001,6.7380651910135345,6.369117341510211,6.620801373231468,6.794912784022394,5.9696899350649355,6.048636904761908,6.42217222078535,5.201668203834996,6.483499240070645,6.327045800067802
2004-11-30,POMKH,5.95,5.032,3.555,6.9179999999999975,5.222,7.600833333333334,8.36166666666667,7.4774986511021115,6.82734045432698,6.637571445745225,7.26078100058929,4.667208333333333,5.136458333333333,5.180939301440844,5.197867282199823,4.343197343800295,4.914725823339477,4.555833333333333,4.933749999999997,4.205907620843602,3.988542586830716,3.0964177645161834,2.8035359419206967,7.0058750000000005,6.963000000000001,6.810039114608119,6.502554008397854,5.643488428149267,5.351357290102333,5.866820346320347,5.945803571428575,5.94210333247121,5.211574577877032,5.2621013345457675,5.2122426400252175
2005-02-28,POMRB,7.580000000000001,3.9583333333333335,3.91,7.0575,4.99909090909091,7.271250000000001,7.636666666666669,7.518499190661267,6.909538284367038,7.181912083902902,7.709995629300039,4.498895833333334,4.978958333333333,4.69189691419784,4.9592514383411315,4.978396326397505,4.2457491029620344,4.465,4.626249999999997,4.087544572506161,3.9914975931668892,3.725781685917285,4.065332962113256,6.915875,6.990875,6.909023468764872,6.637352317618283,6.536575979486692,6.050129942165459,5.690099116161617,5.993576298701303,5.56489836311909,5.221499814657003,5.488228038161788,5.066661454265658
2005-05-31,PREMON,7.18,3.4240000000000004,5.946666666666666,6.980000000000001,5.421666666666668,6.5571874999999995,7.565000000000002,7.3830995143967595,6.9039054316656125,9.135760578297518,8.437846222583875,4.456250000000001,4.355458333333333,4.184738148518704,4.6611740965369775,6.025115702844564,5.381428137050334,4.372083333333333,4.485416666666664,4.831193410170363,4.293483974738744,4.519205612434839,4.337645910905757,6.587375000000001,7.020875,6.937414081258924,6.715910211390111,7.852295453139254,7.1690348095664,5.5036338383838395,5.740064393939398,5.507605684538121,5.23144395997958,6.704451624290149,5.804887029408383
2005-08-31,MONSOON,7.2,6.155,4.366666666666667,6.288000000000001,6.917777777777778,5.6310416666666665,6.977500000000002,7.309859708638056,6.902951486093517,7.377045209636736,7.828977516247648,4.272458333333334,4.642333333333333,4.972842889111223,4.967469135851113,4.657939191399404,3.9686945162506695,4.226458333333333,4.44458333333333,4.645382712768885,4.352631014489057,4.266324995647167,4.986928345531482,6.1685625,6.810875000000001,6.677648448755354,6.591069676801337,7.146347799560258,6.900443043758891,5.294122474747475,5.640133838383843,6.071674521833984,5.241407066289614,6.070274140837089,5.927676100755496
2005-11-30,POMKH,2.5875,3.543333333333333,2.975,5.13,4.13,4.904270833333333,6.136875000000002,5.420915825182834,6.068232004416496,5.951702763595419,6.495035910496319,4.543,4.270166666666666,4.401039066800067,4.691594812378349,4.005767842151232,5.146984781141919,3.7287500000000002,4.299583333333331,3.9772296276613313,4.200055329424643,3.115134597953499,2.7605328686557624,6.015750000000001,6.363875000000002,6.0585890692532125,6.193923836244,5.695598083195637,5.192136211046679,5.170486111111111,5.367133838383842,5.29500471310039,5.251389104115984,4.855265906784022,4.994386538580224
2006-02-28,POMRB,3.533333333333333,3.9766666666666666,3.325,5.495000000000001,4.415,4.459083333333333,5.125208333333334,4.665882828443034,5.562026527874225,5.738158048648231,6.27937865853621,4.7996875,4.27475,4.231290106746707,4.556870902878803,4.319267767277887,3.301914031672941,3.489583333333334,4.153333333333331,3.7163377765967986,4.09841401867268,3.7395639795292808,3.8445696696789873,6.06575,5.973250000000002,5.833153441551928,5.998525125249457,5.950717157521128,5.175898278910603,5.036638888888888,5.221111111111115,4.943002827860234,5.261390156553339,4.757167100662862,4.4604439989493185
2006-05-31,PREMON,5.4125,5.57,2.55,7.32,5.016666666666667,4.435145833333333,4.683333333333334,4.964529697065821,5.4910943622048904,6.954994558737945,6.183425635114917,4.618333333333334,4.81125,4.7667740640480245,4.766995726979411,5.555295532033835,3.269016752309053,3.919791666666667,3.3041666666666645,3.249802665958079,3.8847891105679535,4.543150083984299,4.334813340783004,6.259916666666667,6.058250000000002,6.427892064931157,6.336417164541395,6.927833829306207,6.013642045589513,5.071974358974359,5.119861111111114,4.9724683633828075,5.271410264661765,6.042938111757995,5.424955960291483
2006-08-31,MONSOON,5.4060000000000015,6.0625,5.8500000000000005,6.348,6.251999999999999,4.815041666666667,4.234833333333334,5.141117818239493,5.432371432602951,5.3132950305048805,5.732296099592066,4.385565476190476,4.788125,5.285064438428815,5.033868856725558,4.919077774382644,6.470186622114003,4.407291666666667,3.674999999999998,4.289881599574848,4.160971842903783,4.264373373723352,3.471469606563611,6.526958333333334,6.073250000000002,6.395935238958694,6.328182660850457,6.660276710866267,6.55355171886184,5.267695512820512,4.953416666666669,5.484281018029684,5.28144947443244,5.530144933679505,5.854026756496575
2006-11-30,POMKH,4.19,2.185,4.933333333333334,6.623333333333334,5.078461538461538,4.9805625000000004,4.635458333333335,4.760670690943696,5.164874882094033,3.9643320650179934,4.2206148695745895,4.229196428571429,4.448541666666666,4.045038663057289,4.4736001807016255,4.1680864753536095,3.396873023975554,5.041666666666666,4.164583333333331,4.5472622930782425,4.2955260970336395,3.1162829987438356,4.098937791071153,6.537083333333333,6.4465833333333356,6.48689447670855,6.394762609643552,5.3988505708632175,5.29866305590258,5.528544871794872,5.190532051282054,5.321953226202425,5.291507785366454,4.255678761197722,4.5002277251666225
2007-02-28,POMRB,4.9700000000000015,3.4728571428571438,5.266666666666667,6.138,5.032307692307692,5.032937500000001,4.994625000000003,4.844402414566218,5.0888781485781704,4.7672554769537125,5.087359260575103,3.661532738095239,4.322589285714286,3.816166054977231,4.281427591462374,4.056658923121997,3.324885128942774,5.094166666666666,4.649999999999998,4.835024042513613,4.473502107938798,3.745238778205972,4.079956182944126,6.292916666666667,6.607333333333336,6.34733668602513,6.315639745227493,6.274593067115559,5.833963469437623,5.563134615384614,5.344858974358978,5.206095012644532,5.301585251099861,4.890129321227024,4.965265567141253
2007-05-31,PREMON,5.3,4.822857142857143,5.683333333333334,6.757999999999999,6.4861538461538455,5.081875,4.9665000000000035,5.026641448739731,5.086885906667632,6.665792694266427,5.814106678996136,3.098636904761905,4.135803571428571,4.218842490129196,4.396885538002534,5.22528612641009,5.085512683652076,4.453333333333334,5.433333333333331,5.174347758841501,4.7054413250742755,4.540311144034103,4.904754227167595,5.605833333333334,6.466833333333335,6.511602011615078,6.421073119089899,7.362350487606882,6.796681500178881,5.266442307692308,5.712230769230773,5.718118546048258,5.31168193107517,6.405096591296685,5.695903057076954
2007-08-31,MONSOON,5.9375,2.268333333333333,3.1366666666666667,4.956666666666666,5.059230769230768,5.0525,5.099375000000003,5.390984869243839,5.200530353626675,5.074126113821715,5.451441571637646,2.831321428571429,3.187261904761905,3.438638827410851,3.979366691240569,4.472505559401818,5.501026422680546,3.935416666666667,4.754999999999997,4.359275321971567,4.5493835104950895,4.308814120655338,4.775605320657962,4.7647916666666665,6.119000000000002,5.889627873635713,6.023349990145426,6.749299711728156,6.474032874595553,5.0275,5.414038461538466,5.454563435321262,5.321797817783674,6.416300460674421,6.707058853357712
