Date,Season,Dibrugarh West,Dibrugarh West_Trend,Dibrugarh West_SMA,Dibrugarh West_EWMA,Dibrugarh West_DES,Dibrugarh West_TES,Dibrugarh West_ARIMA
2015-05-31,PREMON,2.745555555555556,2.506746651785715,2.5042224702380964,2.825012766051218,2.713233247015119,3.2918655896617737,3.48660943669224
2015-08-31,MONSOON,1.0800000000000003,2.5279114583333335,2.5125558035714297,2.1270076596307312,2.2757763752573825,1.2467373255830965,1.677634736996954
2015-11-30,POMKH,2.83375,2.7639409722222226,2.500937500000001,2.4097045957784387,2.3314974627911567,2.353045622645462,2.794437660464572
2016-02-29,POMRB,3.560236111111111,3.112840277777778,2.554885416666668,2.869917201911508,2.5860432831204725,3.317566289378198,3.742199899895602
2016-05-31,PREMON,4.418,3.326746527777778,2.9729965277777786,3.489150321146905,3.064235217932534,2.981934745895261,3.327935872668218
2016-08-31,MONSOON,2.1987500000000004,3.3534357638888888,3.2526840277777787,2.972990192688143,2.924594363396167,1.3993802155733785,1.5496699072892817
2016-11-30,POMKH,3.42625,3.2065208333333333,3.4008090277777785,3.1542941156128856,3.103795199769491,2.9023764632955746,2.8028551712326704
2017-02-28,POMRB,3.18125,3.0933854166666666,3.306062500000001,3.1650764693677313,3.1980189274769577,3.885914207234979,3.7032402434479508
2017-05-31,PREMON,3.621666666666666,2.9400818452380952,3.106979166666667,3.3477125482873054,3.3908156110949097,3.765978856927002,3.5613258465220414
2017-08-31,MONSOON,2.09,2.925715773809524,3.079791666666667,2.844627528972383,3.1532543037835232,1.7781634356480307,1.6886422687021834
2017-11-30,POMKH,2.3085714285714287,3.0039761904761906,2.8003720238095244,2.6302050888120014,2.9746281488673736,3.131351002633898,2.936328146939843
2018-02-28,POMRB,4.184,2.9636897321428575,3.0510595238095246,3.251723053287201,3.2953842706699445,3.5450560937954383,3.5914825802792936
2018-05-31,PREMON,3.245,3.1141026785714288,2.956892857142858,3.2490338319723207,3.345409180511932,3.7843237973233297,3.57424476433265
2018-08-31,MONSOON,2.144375,,2.970486607142858,2.8071702991833924,3.0942636331711135,1.843922680692876,1.7745726145420484
2018-11-30,POMKH,3.4575,,3.2577187500000004,3.0673021795100355,,2.886191135684852,2.8019259722557597
