Date,Season,Model Town,Narela,Saraswati Vihar,Model Town_Trend,Model Town_SMA,Model Town_EWMA,Model Town_DES,Model Town_TES,Model Town_ARIMA,Narela_Trend,Narela_SMA,Narela_EWMA,Narela_DES,Narela_TES,Narela_ARIMA,Saraswati Vihar_Trend,Saraswati Vihar_SMA,Saraswati Vihar_EWMA,Saraswati Vihar_DES,Saraswati Vihar_TES,Saraswati Vihar_ARIMA
2015-08-31,MONSOON,6.29,8.284444444444441,5.344444444444443,7.338333333333333,7.159999999999998,6.845727986710419,7.069323394772795,6.955657971036944,7.03410412666534,8.272847222222222,8.520000000000003,8.375847124586285,8.697663999772912,8.34878180117455,8.361451755254956,5.723805555555556,5.94388888888889,5.780069230210545,5.745317900219232,5.652323370729808,5.634121181889569
2015-11-30,POMKH,7.12,8.373888888888889,5.371,7.886666666666668,7.117499999999998,6.955436792026251,7.21026463150022,6.751111785809135,6.731934330035159,8.402936507936506,8.433472222222225,8.375063830307326,8.766469534053137,8.204679548470656,8.31814981418887,5.4033854166666675,5.841638888888889,5.6164415381263275,5.558862111175913,5.557973412248669,5.394797612083785
2016-02-29,POMRB,9.096666666666666,7.285555555555555,5.104000000000001,8.585833333333333,7.559166666666664,7.811928741882417,8.2798397632033,7.419923970494358,7.36737023661429,8.861450501253131,8.112222222222224,7.939260520406618,8.649313346573786,8.41149754789426,8.396007122341286,5.18107638888889,5.605972222222222,5.411464922875797,5.336419498149761,5.855165285321299,5.841750050976798
2016-05-31,PREMON,10.35,10.830714285714283,4.9837500000000015,9.276666666666667,8.214166666666664,8.827157245129449,9.459597081002354,9.169736388992668,9.067733976560364,9.180869360902255,8.693650793650795,9.095842026529684,9.122122174769457,9.143303332657371,8.247653568646463,5.155673611111111,5.200798611111111,5.240378953725479,5.160969884808617,5.752438412594492,5.686525597624392
2016-08-31,MONSOON,9.263333333333334,9.626842105263156,5.1866666666666665,9.59375,8.957499999999998,9.001627680411003,9.514937118021269,9.347882008663719,9.354625135900736,9.638946846282373,9.029250208855474,9.308242058023072,9.330669808214726,8.82631850013895,9.293842368595042,5.216576388888889,5.161354166666667,5.218894038901954,5.15762768799226,4.413319958039647,4.511952158152743
2016-11-30,POMKH,9.673333333333334,9.58684210526316,5.325555555555555,9.424166666666666,9.595833333333331,9.270309941579935,9.750146867661918,9.614805514962121,9.608599680432196,9.836982560568087,9.332488512949041,9.419682076919107,9.501971842953793,8.855440627715279,9.38073994060231,5.3524826388888895,5.149993055555555,5.261558645563395,5.218800196494491,4.983901869208985,5.240103008605168
2017-02-28,POMRB,9.08,9.737222222222222,5.636666666666668,9.171249999999999,9.591666666666665,9.19418596494796,9.571100261856879,10.031813922993035,10.098625568221596,9.573597535505431,9.945405179615708,9.546698135040353,9.67227945367181,9.174860980915337,9.168976708220093,5.379543650793651,5.283159722222221,5.411601854004704,5.393147729041367,5.606188702666576,5.498315548269034
2017-05-31,PREMON,9.01,9.963333333333333,5.538333333333332,8.984166666666667,9.256666666666664,9.120511578968777,9.444158177998151,9.649007268289836,9.670733355463907,9.410726294903926,9.72855994152047,9.713352214357545,9.853972723751882,10.244819719389312,9.896707109376388,5.279980158730159,5.421805555555554,5.4622944457361555,5.443321757872408,5.984156599264883,5.938706319270622
2017-08-31,MONSOON,8.58,8.387142857142857,4.848571428571428,8.8925,9.08583333333333,8.904306947381267,9.162217003283793,8.351129218205445,8.388137951434578,9.266626221001221,9.418635129490394,9.18286847147167,9.754234105445715,9.533481299918613,9.600653759905697,5.2143452380952375,5.337281746031745,5.216805238870265,5.157772420454299,4.843593671743953,4.8135627420886244
2017-11-30,POMKH,8.86,9.52357142857143,4.8671428571428565,8.98625,8.882499999999997,8.88658416842876,9.159238337671496,8.872338406702594,8.872289807732377,9.906893315018316,9.402817460317461,9.319149654311573,9.852792426413515,9.172663327092007,9.354595077322374,5.171350446428571,5.22267857142857,5.076940286179301,5.010978407865461,4.9416442377027225,4.999748080642375
2018-02-28,POMRB,9.16,8.647692307692306,5.57,9.112708333333334,8.902499999999996,8.995950501057257,9.309098507102705,9.231851125400304,9.229917602456569,10.760832851359169,9.130434981684983,9.050566715663866,9.79531619332589,9.415874055408878,8.933203333647057,5.157819940476191,5.206011904761904,5.2741641717075805,5.2499468297172385,5.308004132509461,5.254380364520235
2018-05-31,PREMON,9.68,16.175,5.261041666666667,9.310416666666665,9.069999999999997,9.269570300634353,9.648182293878515,9.562982087199899,9.52670131104074,10.943284292461923,10.683351648351652,11.90034002939832,10.962256565307142,10.219336216511461,10.493266397463419,5.290915178571429,5.136688988095237,5.2689151696912155,5.239723781812937,5.828350851251616,5.860383739178122
2018-08-31,MONSOON,8.921666666666667,9.006992481203008,5.017619047619047,,9.155416666666664,9.130408847047278,9.43902716225302,8.878487716060278,8.916783456429428,,10.83831405436669,10.743001010120196,10.79904998370263,10.757246534649077,10.982563271635339,,5.1789508928571415,5.168396720862348,5.1237691926370585,4.613076544006743,4.5495369910308066
2018-11-30,POMKH,10.1,10.363333333333333,5.762857142857143,,9.465416666666664,9.518245308228366,,9.249040099063686,9.247495048026305,,11.048254530557166,10.59113393940545,,10.27546934781782,10.71126564767115,,5.402879464285713,5.406180889660266,,4.956851337670436,5.101468362572191
